function	101112C14	101112C4	101112C9	101112H14	101112H4	101112H9	101112L14	101112L4	101112L9	101112M14	101112M4	101112M9	123C14	123C4	123C9	123H14	123H4	123H9	123L14	123L4	123L9	123M4	123M9	131415C14	131415C4	131415C9	131415H14	131415H4	131415H9	131415L14	131415L4	131415L9	131415M14	131415M4	131415M9	13M14	456C4	456H4	456H9	456L14	456L4	456L9	456M14	456M4	456M9	45C14	45C9	45H14	67C9	6C14	789C4	789H14	789H4	789H9	789L14	789L4	789L9	789M14	789M4	7C14	89C14	89C9	89M9
RXN-17782	720980.2899999999	705031.24	944362.79	707798.74	835097.06	630111.41	616207.55	628964.63	742956.6399999999	865430.69	750543.61	768495.74	390119.5	502478.57	666215.1799999999	390630.3000000001	433077.0	773350.02	507396.45	573642.08	649956.5	480206.55	483124.32000000007	723088.26	955054.9	811044.79	770491.21	534867.9	584585.28	1118653.3099999998	726896.08	933156.46	767221.26	959495.91	876822.8700000001	519391.45	447932.79	773310.26	555371.22	653503.78	713236.03	558694.75	526276.16	311579.13	695946.74	545477.49	724640.4299999999	523969.83	1059796.3199999998	704506.4199999999	523015.56	871506.0800000001	536525.3200000001	532282.86	715175.81	410453.86	448375.51	550684.51	362141.62	737527.0	565233.85	396382.83	598960.74
RXN-17783	23361.5	9764.92	21052.25	18773.17	10639.58	15178.75	23872.5	7825.58	26376.0	19958.25	9499.25	16619.03	5918.67	3294.42	1851.61	3018.08	1058.5	1234.83	2166.33	1400.2800000000002	1708.4899999999998	2263.5	1674.08	17934.5	11111.01	14690.83	22203.67	4432.58	8613.5	29839.0	10845.33	21449.51	20993.75	13653.75	14444.33	4688.17	3324.77	9493.92	4087.58	6193.0	7213.549999999999	5284.83	14861.0	1016.43	11225.34	4684.32	4086.17	2349.08	21732.5	47192.25	6828.97	36347.0	5889.75	14059.25	27238.0	4984.33	15639.0	19689.83	4873.75	28939.13	29229.660000000003	9739.83	13007.25
RXN-17785	1301283.7600000002	1203925.94	1698869.63	1203720.44	1457733.08	1103688.2	1077324.7000000002	975165.48	1230058.34	1355240.55	1219454.0499999998	1261991.75	705033.99	1221520.0300000005	1032440.78	624848.94	1014040.15	1224178.06	947179.17	1404053.02	1176074.31	1119506.15	849829.97	1349141.83	1588007.0499999998	1381414.43	1399954.09	849876.79	959410.33	1739248.3199999998	1106101.71	1461932.75	1411539.58	1595573.5599999998	1441205.61	1008675.52	976645.69	1272083.39	912080.12	1084830.69	1277958.19	979305.75	922191.34	768435.31	1204054.18	986178.78	1393421.27	801848.92	1682506.27	1352754.27	961990.99	1437895.85	983344.31	895825.7799999999	1206909.18	717697.04	831320.13	963493.46	669283.12	1240345.23	1061223.15	715772.8999999999	1056662.9300000002
RXN-17786	1009659.46	955276.7	1324743.65	939974.75	1140855.17	870466.58	837746.9600000001	812065.6699999999	984657.42	1103935.86	978638.7100000002	1013164.64	534288.15	762193.21	833475.01	506296.67	645673.44	978162.4	699183.03	893389.6	867265.55	718624.56	639979.14	1054919.56	1277645.63	1100930.31	1084904.52	698532.88	780976.28	1416293.61	932531.35	1206577.44	1096551.35	1288304.86	1162927.7999999998	738984.84	662106.3500000001	983246.35	725446.8700000001	864246.65	944372.78	735885.49	712898.45	480357.77	924726.3	752386.1100000001	992176.13	656776.72	1372813.22	1029706.03	732131.44	1138858.19	747387.85	710972.9	957352.93	555788.13	640633.41	757028.5	510396.50000000006	987329.06	817863.74	552894.59	819968.97
RXN-17787	720980.2899999999	705031.24	944362.79	707798.74	835097.06	630111.41	616207.55	628964.63	742956.6399999999	865430.69	750543.61	768495.74	390119.5	502478.57	666215.1799999999	390630.3000000001	433077.0	773350.02	507396.45	573642.08	649956.5	480206.55	483124.32000000007	723088.26	955054.9	811044.79	770491.21	534867.9	584585.28	1118653.3099999998	726896.08	933156.46	767221.26	959495.91	876822.8700000001	519391.45	447932.79	773310.26	555371.22	653503.78	713236.03	558694.75	526276.16	311579.13	695946.74	545477.49	724640.4299999999	523969.83	1059796.3199999998	704506.4199999999	523015.56	871506.0800000001	536525.3200000001	532282.86	715175.81	410453.86	448375.51	550684.51	362141.62	737527.0	565233.85	396382.83	598960.74
RXN-17789	1301283.7600000002	1203925.94	1698869.63	1203720.44	1457733.08	1103688.2	1077324.7000000002	975165.48	1230058.34	1355240.55	1219454.0499999998	1261991.75	705033.99	1221520.0300000005	1032440.78	624848.94	1014040.15	1224178.06	947179.17	1404053.02	1176074.31	1119506.15	849829.97	1349141.83	1588007.0499999998	1381414.43	1399954.09	849876.79	959410.33	1739248.3199999998	1106101.71	1461932.75	1411539.58	1595573.5599999998	1441205.61	1008675.52	976645.69	1272083.39	912080.12	1084830.69	1277958.19	979305.75	922191.34	768435.31	1204054.18	986178.78	1393421.27	801848.92	1682506.27	1352754.27	961990.99	1437895.85	983344.31	895825.7799999999	1206909.18	717697.04	831320.13	963493.46	669283.12	1240345.23	1061223.15	715772.8999999999	1056662.9300000002
RXN-17790	1009659.46	955276.7	1324743.65	939974.75	1140855.17	870466.58	837746.9600000001	812065.6699999999	984657.42	1103935.86	978638.7100000002	1013164.64	534288.15	762193.21	833475.01	506296.67	645673.44	978162.4	699183.03	893389.6	867265.55	718624.56	639979.14	1054919.56	1277645.63	1100930.31	1084904.52	698532.88	780976.28	1416293.61	932531.35	1206577.44	1096551.35	1288304.86	1162927.7999999998	738984.84	662106.3500000001	983246.35	725446.8700000001	864246.65	944372.78	735885.49	712898.45	480357.77	924726.3	752386.1100000001	992176.13	656776.72	1372813.22	1029706.03	732131.44	1138858.19	747387.85	710972.9	957352.93	555788.13	640633.41	757028.5	510396.50000000006	987329.06	817863.74	552894.59	819968.97
RXN-17791	720980.2899999999	705031.24	944362.79	707798.74	835097.06	630111.41	616207.55	628964.63	742956.6399999999	865430.69	750543.61	768495.74	390119.5	502478.57	666215.1799999999	390630.3000000001	433077.0	773350.02	507396.45	573642.08	649956.5	480206.55	483124.32000000007	723088.26	955054.9	811044.79	770491.21	534867.9	584585.28	1118653.3099999998	726896.08	933156.46	767221.26	959495.91	876822.8700000001	519391.45	447932.79	773310.26	555371.22	653503.78	713236.03	558694.75	526276.16	311579.13	695946.74	545477.49	724640.4299999999	523969.83	1059796.3199999998	704506.4199999999	523015.56	871506.0800000001	536525.3200000001	532282.86	715175.81	410453.86	448375.51	550684.51	362141.62	737527.0	565233.85	396382.83	598960.74
RXN-17793	1301283.7600000002	1203925.94	1698869.63	1203720.44	1457733.08	1103688.2	1077324.7000000002	975165.48	1230058.34	1355240.55	1219454.0499999998	1261991.75	705033.99	1221520.0300000005	1032440.78	624848.94	1014040.15	1224178.06	947179.17	1404053.02	1176074.31	1119506.15	849829.97	1349141.83	1588007.0499999998	1381414.43	1399954.09	849876.79	959410.33	1739248.3199999998	1106101.71	1461932.75	1411539.58	1595573.5599999998	1441205.61	1008675.52	976645.69	1272083.39	912080.12	1084830.69	1277958.19	979305.75	922191.34	768435.31	1204054.18	986178.78	1393421.27	801848.92	1682506.27	1352754.27	961990.99	1437895.85	983344.31	895825.7799999999	1206909.18	717697.04	831320.13	963493.46	669283.12	1240345.23	1061223.15	715772.8999999999	1056662.9300000002
RXN-17794	1009659.46	955276.7	1324743.65	939974.75	1140855.17	870466.58	837746.9600000001	812065.6699999999	984657.42	1103935.86	978638.7100000002	1013164.64	534288.15	762193.21	833475.01	506296.67	645673.44	978162.4	699183.03	893389.6	867265.55	718624.56	639979.14	1054919.56	1277645.63	1100930.31	1084904.52	698532.88	780976.28	1416293.61	932531.35	1206577.44	1096551.35	1288304.86	1162927.7999999998	738984.84	662106.3500000001	983246.35	725446.8700000001	864246.65	944372.78	735885.49	712898.45	480357.77	924726.3	752386.1100000001	992176.13	656776.72	1372813.22	1029706.03	732131.44	1138858.19	747387.85	710972.9	957352.93	555788.13	640633.41	757028.5	510396.50000000006	987329.06	817863.74	552894.59	819968.97
RXN-17795	720980.2899999999	705031.24	944362.79	707798.74	835097.06	630111.41	616207.55	628964.63	742956.6399999999	865430.69	750543.61	768495.74	390119.5	502478.57	666215.1799999999	390630.3000000001	433077.0	773350.02	507396.45	573642.08	649956.5	480206.55	483124.32000000007	723088.26	955054.9	811044.79	770491.21	534867.9	584585.28	1118653.3099999998	726896.08	933156.46	767221.26	959495.91	876822.8700000001	519391.45	447932.79	773310.26	555371.22	653503.78	713236.03	558694.75	526276.16	311579.13	695946.74	545477.49	724640.4299999999	523969.83	1059796.3199999998	704506.4199999999	523015.56	871506.0800000001	536525.3200000001	532282.86	715175.81	410453.86	448375.51	550684.51	362141.62	737527.0	565233.85	396382.83	598960.74
RXN-17797	1301283.7600000002	1203925.94	1698869.63	1203720.44	1457733.08	1103688.2	1077324.7000000002	975165.48	1230058.34	1355240.55	1219454.0499999998	1261991.75	705033.99	1221520.0300000005	1032440.78	624848.94	1014040.15	1224178.06	947179.17	1404053.02	1176074.31	1119506.15	849829.97	1349141.83	1588007.0499999998	1381414.43	1399954.09	849876.79	959410.33	1739248.3199999998	1106101.71	1461932.75	1411539.58	1595573.5599999998	1441205.61	1008675.52	976645.69	1272083.39	912080.12	1084830.69	1277958.19	979305.75	922191.34	768435.31	1204054.18	986178.78	1393421.27	801848.92	1682506.27	1352754.27	961990.99	1437895.85	983344.31	895825.7799999999	1206909.18	717697.04	831320.13	963493.46	669283.12	1240345.23	1061223.15	715772.8999999999	1056662.9300000002
RXN-17798	1009659.46	955276.7	1324743.65	939974.75	1140855.17	870466.58	837746.9600000001	812065.6699999999	984657.42	1103935.86	978638.7100000002	1013164.64	534288.15	762193.21	833475.01	506296.67	645673.44	978162.4	699183.03	893389.6	867265.55	718624.56	639979.14	1054919.56	1277645.63	1100930.31	1084904.52	698532.88	780976.28	1416293.61	932531.35	1206577.44	1096551.35	1288304.86	1162927.7999999998	738984.84	662106.3500000001	983246.35	725446.8700000001	864246.65	944372.78	735885.49	712898.45	480357.77	924726.3	752386.1100000001	992176.13	656776.72	1372813.22	1029706.03	732131.44	1138858.19	747387.85	710972.9	957352.93	555788.13	640633.41	757028.5	510396.50000000006	987329.06	817863.74	552894.59	819968.97
RXN-17799	720980.2899999999	705031.24	944362.79	707798.74	835097.06	630111.41	616207.55	628964.63	742956.6399999999	865430.69	750543.61	768495.74	390119.5	502478.57	666215.1799999999	390630.3000000001	433077.0	773350.02	507396.45	573642.08	649956.5	480206.55	483124.32000000007	723088.26	955054.9	811044.79	770491.21	534867.9	584585.28	1118653.3099999998	726896.08	933156.46	767221.26	959495.91	876822.8700000001	519391.45	447932.79	773310.26	555371.22	653503.78	713236.03	558694.75	526276.16	311579.13	695946.74	545477.49	724640.4299999999	523969.83	1059796.3199999998	704506.4199999999	523015.56	871506.0800000001	536525.3200000001	532282.86	715175.81	410453.86	448375.51	550684.51	362141.62	737527.0	565233.85	396382.83	598960.74
RXN-17808	786156.02	604860.27	943775.0	739283.54	739849.6100000001	636582.25	701849.61	546210.78	712926.0800000001	745907.01	647728.98	724760.0	377906.16	707281.3900000001	504238.08	370408.32	574780.29	595972.1699999999	539573.58	775765.51	595870.21	625054.04	435359.83	850638.61	811101.51	774984.7100000001	856576.55	432534.31000000006	562136.04	1062635.14	679624.6900000001	827834.9299999999	888692.96	815120.1699999999	842540.15	576306.78	516860.87	1053777.59	456138.4	582654.0	966775.72	563816.98	528657.54	419587.28	810278.27	565297.29	810930.9500000001	407748.22	1115661.87	902864.13	456401.39	815015.36	481632.31	457463.22	690183.55	332539.45	457456.25	560316.3300000001	337072.10000000003	739946.09	645234.39	386932.49	570940.78
RXN-17809	396512.03	380484.92	456390.19000000006	373491.91	427489.56000000006	330165.78	307342.46	321401.05	323894.56	393497.64	381902.04	408550.06	236063.61	458849.5	346109.27	252089.33	386347.73	444110.3000000001	332618.78	536914.75	414188.64	409260.52	281123.26	396435.23	445773.1	384781.31	404859.49	260864.15	307575.49	515165.97	421158.5500000001	434451.12	430098.54	439307.54	493323.45	327329.58	343212.34	440185.03	316311.53	386922.37	425631.39	295008.75	297817.37	264219.66000000003	386905.31	303841.2	447270.42	283327.23	490973.06	373142.04	293391.07	464847.64	319910.72	288570.16000000003	383942.63	227093.84	247880.95	292288.80000000005	219501.06	381685.93	325236.77	228583.28	340327.65
RXN-17813	9543.43	1027.43	3006.0	2877.14	1088.36	1645.0	4791.15	975.86	1643.0	5765.29	902.86	5061.0	1623.0	949.0	630.5699999999999	1373.0	855.0	398.57	713.0	432.5	738.0	589.0	186.0	6850.0	541.0699999999999	2024.5	5889.43	606.0	2049.0	15035.79	416.5	3554.0	4451.0	1035.0	7204.43	1502.0	344.93	429.57	733.08	3468.72	689.0	961.86	4365.0	430.64	1401.0	1853.0	1470.0	2390.0	2641.78	2067.0	968.0	7194.57	903.71	2326.43	13137.5	1102.64	1658.29	11803.72	409.57	2553.28	5378.14	1941.62	5629.71
RXN-17824	518380.15	494748.27	602032.6000000001	495523.09	549041.3099999999	430696.3	447722.72	409272.03	509324.48	587564.32	512493.5500000001	529032.04	322419.05999999994	520434.83	483595.53	301717.54000000004	419916.47	561865.0800000001	433154.36	614709.49	516784.99	456544.62	376601.64	542933.08	607998.6499999999	509573.47	532264.1599999999	345955.64	379620.32	781032.77	532381.99	617526.7100000001	553068.77	593412.6	618186.3700000001	431161.36	388585.21	622344.0	402843.19	488612.67	599463.7	433264.34	400462.7	288712.64	551560.61	443440.64	591016.5900000001	392936.49	713196.79	534665.73	357077.92000000004	619043.24	375046.61	354784.81	514721.25	280440.28	316699.94	393133.21	261414.5	516937.86	412540.7	288886.03	419195.47
RXN-17825	6232.0	5097.0	13727.0	10674.0	7183.0	6553.0	9691.0	4743.0	6792.0	11866.0	8331.0	14089.0	12370.0	6587.0	21531.0	14551.5	6946.25	34610.0	5624.0	5739.75	14830.0	5930.0	10999.0	4493.0	12864.0	15781.0	13847.0	7776.0	6579.0	5581.0	2963.0	11714.0	27303.0	19103.0	18078.0	5051.5	4181.5	5887.0	22955.5	19970.5	3418.0	7116.0	4935.67	3127.0	6863.0	5598.0	10754.5	16186.0	7037.0	7150.0	3623.0	1376.0	3566.0	2897.0	408.0	2703.0	2863.0	1499.0	3677.0	4120.25	3149.0	1914.0	2844.75
RXN-17826	11825.0	11353.0	20423.75	15441.0	17677.0	12972.0	22356.0	29189.0	19483.0	21515.67	26822.33	23049.67	9835.0	2833.0	15202.0	19642.0	3072.0	15667.0	13705.0	3483.0	17627.0	4342.33	11053.62	11440.0	13392.67	26284.0	21904.0	12034.0	20548.0	25965.17	31642.0	30599.67	24496.0	21013.64	22850.0	17231.0	4709.0	79711.0	12406.0	22841.0	62769.33	23087.0	10152.0	3514.29	44317.14	21740.33	29471.0	16469.91	72069.0	27324.0	7693.0	12273.0	12474.0	11541.75	9737.0	6507.5	7003.0	12184.0	6977.0	22795.4	15437.0	6891.0	12416.0
RXN-17830	159819.01	163560.05000000002	272394.93	147886.58000000002	221075.51	156981.28	96110.08	131065.31	136036.87	132958.44999999998	148700.82	156530.38	33505.14	61366.7	86223.28	36400.77	48894.990000000005	108563.14	54474.82	84577.36	123104.5	81999.4	68270.35	157864.34000000003	253213.77	211947.92	188590.23	127477.72000000002	144993.76	148973.11	126079.52	184817.22	175667.03999999998	246018.73	184994.72	60464.65	85169.20999999999	81098.66	88808.88	92076.55	86090.88999999998	64480.94	60075.78	39577.05	98246.89	51950.51	91912.82	35342.98	203762.99	149038.35	135802.52000000002	132439.87	133906.69999999998	129576.1	82053.98	107204.99	111972.25	81979.79999999999	92317.41	117110.19	110902.53	85113.01999999999	127917.59
RXN-17832	19.0	252.0	40.0	11.0	1358.67	46.0	361.0	1696.0	43.0	34.0	546.0	3.0	16.0	454.22	24.0	0.0	1055.0	1670.0	3.0	303.0	452.0	257.0	281.0	8.0	34.25	29.0	11.0	2394.0	419.0	303.0	176.0	38.0	12.0	426.0	430.0	880.0	1598.0	677.0	30.0	0.0	84.0	285.0	0.0	1911.0	51.25	7.0	1234.0	42.0	86.0	0.0	213.0	14.0	3039.0	16.0	2.0	2290.0	32.0	464.0	1925.0	24.0	18.0	240.0	1484.0
RXN-17845	0.0	0.0	0.0	0.0	0.0	2.0	0.43	0.0	1.57	0.0	0.0	0.0	0.0	0.0	17.0	0.0	0.0	102.0	9.0	0.0	188.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.43	0.0	0.0	0.0	0.0	0.0	47.0	0.0	23.0	16.0	0.0	3.0	26.0	0.0	0.0	22.0	13.0	63.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0
RXN-17846	442026.51	451313.13	540538.83	427417.05	497202.04	386096.95	369465.93000000005	380894.72	442723.32	505682.0	462003.68000000005	473399.77	271857.27	435674.20000000007	439694.57	274540.67	376174.94	525941.67	362916.12	498258.22	441430.25	389341.91	325089.06000000006	440283.88	559704.5800000001	464617.01	456262.3399999999	321835.94	350193.1	655248.62	481269.5500000001	554060.33	468542.33	554479.2	555954.5	358460.32	342724.30000000005	443773.75	370423.02	416212.29	424561.27	350864.42	346111.89	260553.6	422956.96	357806.79	486386.55	355711.70000000007	562363.49	424162.27	329670.84	528201.02	345838.74	321937.38	442948.87	256768.25	280580.33	338796.48	238126.79	430957.43	348187.52	249334.38	375940.26
RXN-17847	442026.51	451313.13	540538.83	427417.05	497202.04	386096.95	369465.93000000005	380894.72	442723.32	505682.0	462003.68000000005	473399.77	271857.27	435674.20000000007	439694.57	274540.67	376174.94	525941.67	362916.12	498258.22	441430.25	389341.91	325089.06000000006	440283.88	559704.5800000001	464617.01	456262.3399999999	321835.94	350193.1	655248.62	481269.5500000001	554060.33	468542.33	554479.2	555954.5	358460.32	342724.30000000005	443773.75	370423.02	416212.29	424561.27	350864.42	346111.89	260553.6	422956.96	357806.79	486386.55	355711.70000000007	562363.49	424162.27	329670.84	528201.02	345838.74	321937.38	442948.87	256768.25	280580.33	338796.48	238126.79	430957.43	348187.52	249334.38	375940.26
RXN-17848	442026.51	451313.13	540538.83	427417.05	497202.04	386096.95	369465.93000000005	380894.72	442723.32	505682.0	462003.68000000005	473399.77	271857.27	435674.20000000007	439694.57	274540.67	376174.94	525941.67	362916.12	498258.22	441430.25	389341.91	325089.06000000006	440283.88	559704.5800000001	464617.01	456262.3399999999	321835.94	350193.1	655248.62	481269.5500000001	554060.33	468542.33	554479.2	555954.5	358460.32	342724.30000000005	443773.75	370423.02	416212.29	424561.27	350864.42	346111.89	260553.6	422956.96	357806.79	486386.55	355711.70000000007	562363.49	424162.27	329670.84	528201.02	345838.74	321937.38	442948.87	256768.25	280580.33	338796.48	238126.79	430957.43	348187.52	249334.38	375940.26
RXN-17850	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RXN-17851	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RXN-17852	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RXN-17853	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RXN-17855	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RXN-17857	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RXN-17859	13.0	32.67	6.0	6.0	0.0	0.0	9.0	28.0	13.0	7.0	76.67	4.0	0.0	34.33	0.0	0.0	0.0	12.0	0.0	9.67	181.33	146.0	44.0	3.0	71.67	0.0	16.0	0.0	7.0	0.0	33.0	0.0	8.0	33.67	30.0	12.67	6.0	88.0	3.67	0.0	132.0	24.0	13.0	15.0	33.0	0.0	45.0	0.0	53.0	2.0	0.0	11.0	17.67	10.33	1.67	57.0	0.0	0.0	36.0	41.0	7.0	30.0	13.67
RXN-17860	13.0	32.67	6.0	6.0	0.0	0.0	9.0	28.0	13.0	7.0	76.67	4.0	0.0	34.33	0.0	0.0	0.0	12.0	0.0	9.67	181.33	146.0	44.0	3.0	71.67	0.0	16.0	0.0	7.0	0.0	33.0	0.0	8.0	33.67	30.0	12.67	6.0	88.0	3.67	0.0	132.0	24.0	13.0	15.0	33.0	0.0	45.0	0.0	53.0	2.0	0.0	11.0	17.67	10.33	1.67	57.0	0.0	0.0	36.0	41.0	7.0	30.0	13.67
RXN-17861	13.0	32.67	6.0	6.0	0.0	0.0	9.0	28.0	13.0	7.0	76.67	4.0	0.0	34.33	0.0	0.0	0.0	12.0	0.0	9.67	181.33	146.0	44.0	3.0	71.67	0.0	16.0	0.0	7.0	0.0	33.0	0.0	8.0	33.67	30.0	12.67	6.0	88.0	3.67	0.0	132.0	24.0	13.0	15.0	33.0	0.0	45.0	0.0	53.0	2.0	0.0	11.0	17.67	10.33	1.67	57.0	0.0	0.0	36.0	41.0	7.0	30.0	13.67
RXN-17862	13.0	32.67	6.0	6.0	0.0	0.0	9.0	28.0	13.0	7.0	76.67	4.0	0.0	34.33	0.0	0.0	0.0	12.0	0.0	9.67	181.33	146.0	44.0	3.0	71.67	0.0	16.0	0.0	7.0	0.0	33.0	0.0	8.0	33.67	30.0	12.67	6.0	88.0	3.67	0.0	132.0	24.0	13.0	15.0	33.0	0.0	45.0	0.0	53.0	2.0	0.0	11.0	17.67	10.33	1.67	57.0	0.0	0.0	36.0	41.0	7.0	30.0	13.67
RXN-17863	13.0	32.67	6.0	6.0	0.0	0.0	9.0	28.0	13.0	7.0	76.67	4.0	0.0	34.33	0.0	0.0	0.0	12.0	0.0	9.67	181.33	146.0	44.0	3.0	71.67	0.0	16.0	0.0	7.0	0.0	33.0	0.0	8.0	33.67	30.0	12.67	6.0	88.0	3.67	0.0	132.0	24.0	13.0	15.0	33.0	0.0	45.0	0.0	53.0	2.0	0.0	11.0	17.67	10.33	1.67	57.0	0.0	0.0	36.0	41.0	7.0	30.0	13.67
RXN-17864	13.0	32.67	6.0	6.0	0.0	0.0	9.0	28.0	13.0	7.0	76.67	4.0	0.0	34.33	0.0	0.0	0.0	12.0	0.0	9.67	181.33	146.0	44.0	3.0	71.67	0.0	16.0	0.0	7.0	0.0	33.0	0.0	8.0	33.67	30.0	12.67	6.0	88.0	3.67	0.0	132.0	24.0	13.0	15.0	33.0	0.0	45.0	0.0	53.0	2.0	0.0	11.0	17.67	10.33	1.67	57.0	0.0	0.0	36.0	41.0	7.0	30.0	13.67
RXN-17873	644870.7	679287.65	748932.21	633318.29	705984.62	565278.36	556295.11	588197.05	681821.64	787841.84	702398.07	721438.77	399784.34	612937.6799999999	690093.3999999999	419455.68	527498.81	810412.7300000001	519893.57	671012.23	627754.29	526467.69	483351.5500000001	633944.22	827219.98	670172.6399999999	646714.38	485491.14	519720.56	1052533.35	773330.71	859865.5599999999	684249.4400000001	819864.2899999999	840424.85	492722.58	465367.48	698401.94	562925.25	616887.26	640873.5	522436.31	501741.33	345296.16000000003	639251.07	519356.53	682800.8	557590.9199999999	857466.92	612534.1499999999	463538.69000000006	796457.0200000001	482526.9199999999	457083.78	679152.07	359245.93	394772.26	506349.24	337068.24	675807.3400000001	508082.56000000006	359266.48	534512.46
RXN-17874	644870.7	679287.65	748932.21	633318.29	705984.62	565278.36	556295.11	588197.05	681821.64	787841.84	702398.07	721438.77	399784.34	612937.6799999999	690093.3999999999	419455.68	527498.81	810412.7300000001	519893.57	671012.23	627754.29	526467.69	483351.5500000001	633944.22	827219.98	670172.6399999999	646714.38	485491.14	519720.56	1052533.35	773330.71	859865.5599999999	684249.4400000001	819864.2899999999	840424.85	492722.58	465367.48	698401.94	562925.25	616887.26	640873.5	522436.31	501741.33	345296.16000000003	639251.07	519356.53	682800.8	557590.9199999999	857466.92	612534.1499999999	463538.69000000006	796457.0200000001	482526.9199999999	457083.78	679152.07	359245.93	394772.26	506349.24	337068.24	675807.3400000001	508082.56000000006	359266.48	534512.46
RXN-17875	644870.7	679287.65	748932.21	633318.29	705984.62	565278.36	556295.11	588197.05	681821.64	787841.84	702398.07	721438.77	399784.34	612937.6799999999	690093.3999999999	419455.68	527498.81	810412.7300000001	519893.57	671012.23	627754.29	526467.69	483351.5500000001	633944.22	827219.98	670172.6399999999	646714.38	485491.14	519720.56	1052533.35	773330.71	859865.5599999999	684249.4400000001	819864.2899999999	840424.85	492722.58	465367.48	698401.94	562925.25	616887.26	640873.5	522436.31	501741.33	345296.16000000003	639251.07	519356.53	682800.8	557590.9199999999	857466.92	612534.1499999999	463538.69000000006	796457.0200000001	482526.9199999999	457083.78	679152.07	359245.93	394772.26	506349.24	337068.24	675807.3400000001	508082.56000000006	359266.48	534512.46
