feature	1CMET2-PWY	3-HYDROXYPHENYLACETATE-DEGRADATION-PWY	AEROBACTINSYN-PWY	ALL-CHORISMATE-PWY	ANAEROFRUCAT-PWY	ANAGLYCOLYSIS-PWY	ARG+POLYAMINE-SYN	ARGDEG-PWY	ARGORNPROST-PWY	ARGSYN-PWY	ARGSYNBSUB-PWY	ARO-PWY	ASPASN-PWY	AST-PWY	BIOTIN-BIOSYNTHESIS-PWY	BRANCHED-CHAIN-AA-SYN-PWY	CALVIN-PWY	CATECHOL-ORTHO-CLEAVAGE-PWY	CENTFERM-PWY	CHLOROPHYLL-SYN	COA-PWY	COBALSYN-PWY	CODH-PWY	COLANSYN-PWY	COMPLETE-ARO-PWY	CRNFORCAT-PWY	DAPLYSINESYN-PWY	DENITRIFICATION-PWY	DENOVOPURINE2-PWY	DHGLUCONATE-PYR-CAT-PWY	DTDPRHAMSYN-PWY	ECASYN-PWY	ENTBACSYN-PWY	FAO-PWY	FASYN-ELONG-PWY	FASYN-INITIAL-PWY	FERMENTATION-PWY	FOLSYN-PWY	FUC-RHAMCAT-PWY	FUCCAT-PWY	GALACT-GLUCUROCAT-PWY	GALACTARDEG-PWY	GALACTUROCAT-PWY	GALLATE-DEGRADATION-I-PWY	GALLATE-DEGRADATION-II-PWY	GLCMANNANAUT-PWY	GLUCARDEG-PWY	GLUCARGALACTSUPER-PWY	GLUCONEO-PWY	GLUCOSE1PMETAB-PWY	GLUCUROCAT-PWY	GLUTORN-PWY	GLYCOCAT-PWY	GLYCOGENSYNTH-PWY	GLYCOL-GLYOXDEG-PWY	GLYCOLYSIS	GLYCOLYSIS-E-D	GLYCOLYSIS-TCA-GLYOX-BYPASS	GLYOXYLATE-BYPASS	GOLPDLCAT-PWY	HCAMHPDEG-PWY	HEME-BIOSYNTHESIS-II	HEMESYN2-PWY	HEXITOLDEGSUPER-PWY	HISDEG-PWY	HISTSYN-PWY	HOMOSER-METSYN-PWY	HSERMETANA-PWY	ILEUSYN-PWY	KDO-NAGLIPASYN-PWY	KETOGLUCONMET-PWY	LACTOSECAT-PWY	LEU-DEG2-PWY	LIPASYN-PWY	LPSSYN-PWY	MET-SAM-PWY	METH-ACETATE-PWY	METHANOGENESIS-PWY	METHGLYUT-PWY	METHYLGALLATE-DEGRADATION-PWY	NAD-BIOSYNTHESIS-II	NADSYN-PWY	NAGLIPASYN-PWY	NONMEVIPP-PWY	NONOXIPENT-PWY	OANTIGEN-PWY	ORNARGDEG-PWY	ORNDEG-PWY	P101-PWY	P105-PWY	P108-PWY	P122-PWY	P124-PWY	P125-PWY	P161-PWY	P162-PWY	P163-PWY	P164-PWY	P184-PWY	P221-PWY	P23-PWY	P241-PWY	P261-PWY	P281-PWY	P341-PWY	P381-PWY	P4-PWY	P42-PWY	P441-PWY	P461-PWY	P562-PWY	P621-PWY	PANTO-PWY	PANTOSYN-PWY	PENTOSE-P-PWY	PEPTIDOGLYCANSYN-PWY	PHOSLIPSYN-PWY	POLYAMINSYN3-PWY	POLYAMSYN-PWY	POLYISOPRENSYN-PWY	PPGPPMET-PWY	PROTOCATECHUATE-ORTHO-CLEAVAGE-PWY	PRPP-PWY	PWY-1269	PWY-1361	PWY-1422	PWY-1501	PWY-1541	PWY-1622	PWY-181	PWY-1861	PWY-1882	PWY-2221	PWY-2941	PWY-2942	PWY-3001	PWY-3661	PWY-3781	PWY-3801	PWY-3941	PWY-4361	PWY-4722	PWY-4984	PWY-5005	PWY-5022	PWY-5028	PWY-5088	PWY-5097	PWY-5100	PWY-5101	PWY-5103	PWY-5104	PWY-5121	PWY-5154	PWY-5177	PWY-5178	PWY-5180	PWY-5181	PWY-5182	PWY-5183	PWY-5188	PWY-5189	PWY-5198	PWY-5265	PWY-5266	PWY-5273	PWY-5304	PWY-5345	PWY-5347	PWY-5384	PWY-5392	PWY-5415	PWY-5417	PWY-5419	PWY-5420	PWY-5427	PWY-5430	PWY-5431	PWY-5484	PWY-5499	PWY-5505	PWY-5507	PWY-5509	PWY-5529	PWY-5531	PWY-5532	PWY-5647	PWY-5651	PWY-5654	PWY-5655	PWY-5659	PWY-5667	PWY-5676	PWY-5677	PWY-5686	PWY-5695	PWY-5705	PWY-5741	PWY-5743	PWY-5744	PWY-5747	PWY-5837	PWY-5838	PWY-5840	PWY-5845	PWY-5850	PWY-5855	PWY-5856	PWY-5857	PWY-5860	PWY-5861	PWY-5862	PWY-5863	PWY-5896	PWY-5897	PWY-5898	PWY-5899	PWY-5910	PWY-5913	PWY-5918	PWY-5920	PWY-5941	PWY-5971	PWY-5973	PWY-5989	PWY-6071	PWY-6107	PWY-6121	PWY-6122	PWY-6123	PWY-6125	PWY-6126	PWY-6147	PWY-6148	PWY-6151	PWY-6163	PWY-6165	PWY-6167	PWY-6174	PWY-6182	PWY-6185	PWY-621	PWY-6210	PWY-622	PWY-6263	PWY-6269	PWY-6277	PWY-6282	PWY-6317	PWY-6338	PWY-6339	PWY-6349	PWY-6350	PWY-6353	PWY-6383	PWY-6385	PWY-6386	PWY-6387	PWY-6396	PWY-6397	PWY-6404	PWY-6467	PWY-6470	PWY-6471	PWY-6478	PWY-6505	PWY-6507	PWY-6519	PWY-6545	PWY-6562	PWY-6565	PWY-6572	PWY-6581	PWY-6588	PWY-6590	PWY-6608	PWY-6609	PWY-6612	PWY-6628	PWY-6629	PWY-6630	PWY-6641	PWY-6654	PWY-6690	PWY-6700	PWY-6703	PWY-6708	PWY-6713	PWY-6728	PWY-6731	PWY-6737	PWY-6749	PWY-6876	PWY-6891	PWY-6892	PWY-6895	PWY-6897	PWY-6901	PWY-6906	PWY-6944	PWY-6948	PWY-6956	PWY-6957	PWY-6969	PWY-6992	PWY-7003	PWY-7007	PWY-7013	PWY-7024	PWY-7031	PWY-7046	PWY-7090	PWY-7094	PWY-7097	PWY-7098	PWY-7111	PWY-7159	PWY-7184	PWY-7187	PWY-7196	PWY-7197	PWY-7198	PWY-7199	PWY-7200	PWY-7208	PWY-7210	PWY-7211	PWY-7219	PWY-722	PWY-7220	PWY-7221	PWY-7222	PWY-7228	PWY-7229	PWY-7234	PWY-7237	PWY-7242	PWY-7254	PWY-7255	PWY-7286	PWY-7295	PWY-7315	PWY-7323	PWY-7328	PWY-7332	PWY-7347	PWY-7371	PWY-7373	PWY-7374	PWY-7376	PWY-7377	PWY-7385	PWY-7391	PWY-7392	PWY-7400	PWY-7431	PWY-7446	PWY-7456	PWY-7527	PWY-7528	PWY-7539	PWY-7560	PWY-7616	PWY-7644	PWY-7663	PWY-7664	PWY-841	PWY-922	PWY0-1061	PWY0-1241	PWY0-1261	PWY0-1277	PWY0-1296	PWY0-1297	PWY0-1298	PWY0-1319	PWY0-1338	PWY0-1415	PWY0-1479	PWY0-1533	PWY0-1586	PWY0-162	PWY0-166	PWY0-321	PWY0-41	PWY0-42	PWY0-781	PWY0-845	PWY0-862	PWY1G-0	PWY490-3	PWY4FS-7	PWY4FS-8	PWYG-321	PYRIDNUCSAL-PWY	PYRIDNUCSYN-PWY	PYRIDOXSYN-PWY	REDCITCYC	RHAMCAT-PWY	RIBOSYN2-PWY	RUMP-PWY	SALVADEHYPOX-PWY	SER-GLYSYN-PWY	SO4ASSIM-PWY	SUCSYN-PWY	SULFATE-CYS-PWY	TCA	TCA-GLYOX-BYPASS	TEICHOICACID-PWY	THISYN-PWY	THREOCAT-PWY	THRESYN-PWY	TRNA-CHARGING-PWY	TRPSYN-PWY	TYRFUMCAT-PWY	UBISYN-PWY	UDPNAGSYN-PWY	VALDEG-PWY	VALSYN-PWY
101112C14	-7.45443993053036	-11.1311832485086	-14.8248122335261	-10.7407788032955	-9.0147134345127	-7.69644356306815	-8.18883622894209	-20.1620849403258	-9.97616506686899	-7.59481336991306	-7.46112126391787	-7.55969761514725	-9.26038578811239	-8.18729701327999	-7.39155245929051	-7.14774966465404	-7.50580352574859	-12.2951643289649	-17.889274808809	-19.9022130018483	-7.67639749416163	-8.01109560950918	-22.3013772382033	-9.25719977423002	-7.4602267959735	-12.8542421733042	-7.33751648761489	-13.1600243331992	-8.54238235776276	-20.7901607614414	-8.06702029289773	-23.8376968259625	-10.8205458293437	-6.70953888869986	-6.91223579616913	-7.32552510810227	-7.78147366998741	-7.4505393347073	-20.6544922215314	-20.0102546633613	-13.1190801516051	-19.5919967920868	-9.19740575237207	-12.7002077336837	-12.7016870408007	-18.6008845747342	-19.7998730118601	-19.5919967920868	-7.48408536133714	-7.78840439180555	-9.36121926011216	-7.49185975718423	-8.12609389441171	-8.09512410975214	-21.5107071125656	-7.59022500729032	-7.62408419058872	-7.67879791444738	-7.80330216044095	NA	-22.8318365085304	-7.63899284694538	-7.45702437402962	-15.6299921359814	-7.9803318755378	-7.59435252864778	-7.95004140793188	-7.47697635433032	-7.01501684677036	-8.8324519243259	-15.2037675490729	-18.088257658524	-7.57422564795627	-18.880988741417	NA	-7.63261316267634	NA	NA	-20.8449005385169	-12.3818948604384	-18.6717772507208	-11.4717720156149	-7.6693821510067	-7.71392763666422	-7.41607506997772	-7.85250465760913	-20.1620849403258	NA	-8.49901298770783	-7.39458482707017	-9.36305890587605	-14.2256023243959	-14.0334230379725	-17.6478843570917	-9.08973132633115	-18.5143095968888	-22.2656923968223	-17.7932906618506	-12.3570345629412	-8.30449547447325	-10.9676437596578	-23.458905860382	-24.0039670718544	-12.1884190783955	-21.5098848419654	-16.9710352889367	-7.52624131676133	-9.98812163223478	-16.8463503259824	-11.7418018731408	-11.139254713441	-17.9700495158415	-7.56484332497949	-7.63086230446768	-7.73723119270305	-7.69058434659773	-7.36121072253357	-9.10467263613551	-8.60504524331894	-7.64543777707758	-8.10466577638638	-9.91970551227396	-8.44823825958793	-7.68652038952372	NA	NA	NA	-10.9765329989749	-11.3756398315707	-8.51675897723295	-13.8235481619963	-20.12167314846	-21.2474503117327	-17.644970797172	-7.34013284439815	-7.26566147106249	-9.7617684324691	-6.56099037527627	NA	NA	-21.6330965340516	-17.7746503241333	-9.47662328009739	-19.4535018222235	-9.73842611540855	-10.2131246310695	-20.5879634102341	-7.37312236922676	-10.2730487616498	-6.95544444539867	-7.26164308256084	-7.35023762445187	-8.11247846427348	-7.65376776999626	-19.5099116814758	-20.2972473179627	-10.6987614958599	-15.7354020053199	-10.6987614958599	-19.9539580053663	-7.68359405903312	-7.68861498488234	-21.4951163799304	-16.7187099085102	NA	NA	-15.2793016334255	-7.3221329109475	-7.55827126145533	-7.60556761879957	-23.1945009141868	-11.4656589981682	-12.6010217150612	-11.5325227108587	-11.4743149175552	NA	-13.6808188840305	-12.6010217150612	-7.65413981216106	NA	-9.88974006990373	-18.9061563715893	-8.06626518936677	-19.024464731601	-16.2126355679433	NA	-12.2921464095927	-12.0652594058627	-12.3209257870078	-12.1810130132999	-7.75946780948523	-7.25802242626779	-8.94909724084188	-20.3595919286587	-7.45120102086267	-7.44077753068349	-10.1281871642146	-9.94851380307268	NA	NA	-7.84788983427187	-11.4777352085271	-10.1393648225607	-11.3703920566987	-11.3703920566987	-11.3703920566987	-7.41162261596712	-7.41162261596712	-7.41162261596712	-11.9177092468152	-10.634355851363	-11.9177092468152	-11.3272305248323	-11.3703920566987	-10.2739487496519	-10.2739487496519	-10.2739487496519	-10.7103469818984	-7.7174360367484	-7.70684316664881	-8.96833052123166	-9.92575977591034	-11.9823644085666	-7.03633621833895	-6.95641288142469	-13.2570670270395	-21.059433372939	-7.5329072298914	-7.5891597368196	-7.64762015161683	-7.53753758333577	-7.36196465319467	-7.40961463609062	-16.1962158921092	-7.71128148657061	-7.65100569161237	-22.8317815438285	-21.6798054684217	-21.6098536598633	-12.4245990347259	-16.4273312158804	-7.80311590010174	-12.8214014881939	NA	-15.6348953616132	-8.05979922564458	-7.5891597368196	-6.97831685122013	-8.81625366183315	-12.4061724261167	-11.7160791957601	-22.8091745443901	-22.4875432300946	-7.77892874822002	-18.7582737868652	-7.74296431806789	-7.7642467411006	-7.66726592264555	-16.4250234473301	-23.1972972770478	NA	-7.45740927775297	-17.2086285466526	-16.3241441575438	-13.0804883908351	-12.2259667986227	-9.57008694890598	-7.2263984998552	-9.56577582991715	-10.2837386996331	-10.5241439329807	NA	-16.831278003043	-12.5523043045956	-17.5270451783657	-7.81867687734402	-8.25588367741652	-7.48081620117962	-7.88417865507117	-21.5688012840357	-7.94663862830098	-9.53646121370728	-22.4167430454321	-22.8318365085304	-7.68972856500487	-7.99030086094955	-7.41162261596712	NA	-12.665680794976	NA	-8.07262400274125	-15.1254369068246	-20.611686000813	-10.1171398210993	-9.72716208324112	-8.58985778859759	-7.66259863665425	-8.52754603867923	-10.758601288418	-20.88979956053	NA	NA	NA	-7.36293900878989	NA	-18.5127058909104	-19.3724164459052	NA	NA	NA	-18.1705883827525	-16.1004886637763	-7.03677204279528	-12.4061724261167	-12.275778815012	-6.86810434634592	-16.2126355679433	-7.89179875216018	-8.89062650670799	-7.75848426225185	-7.65989350679939	NA	-8.08457763858968	-7.8579110755365	-7.41363220401737	NA	-7.68382333023133	-7.2998016588382	-21.5415140505925	-7.41431054781085	-7.62338032461576	-7.41431054781085	-7.51175972716797	-7.30070998096122	-7.66139743720537	-10.7911958390244	-8.6113754494823	-8.16974024104504	-21.3013010887987	NA	-21.1945475245922	-13.2447936265325	-9.80526212612149	-7.80014375543145	-13.5700658267928	-12.9539539996192	-16.0724955384672	-16.1873443726499	-20.7751004021679	-9.80848855033204	-19.36033265446	NA	-16.9259424446025	-8.76700305094071	-7.6005588811257	-9.5925788818549	-22.6814597308659	-14.3001300941524	-20.8962909008429	-20.7616351039672	-7.31624315615173	-7.71392763666422	-18.8486191905145	NA	-6.83611725132073	-6.94170327784714	-7.49888844514627	-11.1376989510549	-7.28693929637076	-8.12381455900037	-7.51440360083806	-20.8333702922989	-8.44795081605901	-8.47490998214458	-8.77582277718139	-7.25802242626779	-21.7225260888902	-9.80066616428724	-8.04233446886152	-9.79512326621802	-7.53233842171814	-7.44021511648072	-7.93658408046397	-11.3550125598914	-23.5966787939262	-7.92600002084291	-7.60799260508098	-11.8851002692179	-6.98007974325767	-18.3555455098846	-19.3833649537047	-7.40088974511544	-7.40088974511544	-6.95893635671925	-8.56379920376032	-7.78587753647417	-7.70200252558695	-8.0389116475319	-19.3819679333154	-7.47655845689464	-14.2357313271383	-7.28447348464322	-7.37204368097953	-7.31230866315541	-11.2901950059549	-7.31916313987041	-7.26103935671033	-7.49760905568591	-17.4071814035275	-8.37805011226888	-22.5632162684536	-7.33798665970495	-7.59176226782451	-7.51604771861764	-8.92641174259066	-7.47802714143555	-7.55469634979801	-19.0246225842229	-7.01501684677036
101112C4	-7.56418929673499	-12.0724843952037	-17.2364867981087	-10.8583810171128	-8.72613290389729	-7.81209173432263	-8.19154826620055	-16.6724703655212	-9.33272950325954	-7.61346109940318	-7.48133691105791	-7.59841998970037	-8.88897902548035	-8.29944600540562	-7.34410204023568	-7.20742061264957	-7.4956205623726	-11.9363135412943	-15.3758143029329	-17.637922701699	-7.7251378889191	-8.0499979043776	-20.1647703578674	-9.56936004331862	-7.5036657623126	-13.0787270651034	-7.29732179761073	-14.1977185752226	-8.13174348400429	-17.8384139901932	-7.79902825638057	-19.5915676864895	-10.2553031763132	-6.7006448331388	-6.85227831527395	-7.33965395434846	-7.77732257574795	-7.48535181937213	-18.9310272177829	-17.5443327506	-12.9416293866642	-19.4830271612973	-9.22951067870111	-12.1559871934108	-12.1602172015391	-15.4990880635463	-19.4810102440332	-19.4830271612973	-7.56869994573612	-7.82051244206932	-9.34096827578125	-7.48876161159072	-8.18323064690599	-8.09511317825696	-20.1077526556933	-7.65690536468039	-7.69643925623395	-7.66534047893206	-7.78900040844706	NA	-19.1581535564185	-7.64820520552099	-7.47215021170424	-13.5238902595286	-8.04501177229249	-7.63971014282623	-8.17478423595952	-7.58581452500028	-7.07365966030306	-8.2560745840343	-14.9519961438638	-15.8755970963858	-7.80334586996954	-18.6579458920557	-18.8776011490602	-7.72967776111604	NA	NA	-18.0157820035813	-11.839189645029	-16.8175755650138	-12.1810933076742	-7.71534015589367	-7.71236953195832	-7.32179253808412	-7.74111103505597	-16.6724703655212	-13.5280481032783	-8.13218457209519	-7.518299287209	-10.1197510839446	-14.5054806967619	-14.314623932072	-15.3975695841272	-8.78570608430236	NA	-20.1250495002627	-16.6361450283591	-11.8142855920128	-8.24139683816559	-9.93568765906832	NA	-18.2380348507419	-11.7188077198523	NA	-15.4055344483762	-7.57350633823049	-9.22235366206326	-13.7812263951042	-10.5668602254787	-11.2716052842497	NA	-7.57050483067433	-7.6604926910901	-7.6649927791307	-7.75926923414551	-7.37620778636454	-9.01796415181534	-8.59710492368116	-7.71125129379533	-8.19481817174248	-10.6091927342594	-8.15616624455207	-7.73392769262622	NA	NA	-20.4251126317998	-10.9147443586267	-12.982068158927	-9.34480393859876	-12.9189519554464	-18.1143275807157	NA	-14.9021751786743	-7.30339947297907	-7.26437097215569	-9.17689675874431	-7.00628484290553	-17.6231733525655	NA	-19.112490058789	-15.277241329987	-10.395672620817	-17.2691999400142	-9.07638338351482	-10.7747541218829	NA	-7.33580125651164	-9.80472866424278	-7.01083901052764	-7.32090053552808	-7.38398755630181	-8.10586265360551	-7.73757707330886	NA	-16.9488598758538	-11.1581266980659	-13.5026374733124	-11.1581266980659	-18.3500027860722	-7.70674409508168	-7.73473072893271	NA	-13.9196195404982	NA	NA	-12.9375582068323	-7.32903236899415	-7.67414832294647	-7.68620749698324	NA	-11.8338848824506	-12.1427257533843	-12.3387906893099	-12.0777101742977	NA	-13.0946409808418	-12.1427257533843	-7.73254265443287	NA	-10.2574082386932	-17.1702365216915	-8.05375574713794	-16.8345677987762	-15.5763261470267	NA	-13.5521102688673	-12.8161022062494	-13.6079321731769	-12.9989270670467	-7.7047027129916	-7.27860982931212	-9.49433116553666	-23.3755825697748	-7.46220843252784	-7.45386833836363	-10.9559106597554	-10.8457446231496	NA	NA	-7.80846191034292	-10.3498523105671	-9.2456403180717	-11.7298473191813	-11.7298473191813	-11.7298473191813	-7.40511887670629	-7.40511887670629	-7.40511887670629	-12.2844699894639	-9.65200342673518	-12.2844699894639	-10.245109805156	-11.7298473191813	-9.34987368549105	-9.34987368549105	-9.34987368549105	-11.7669525002855	-7.73440706069718	-7.70876488469444	-9.61169878535545	-9.39917834839045	-10.2497382475729	-6.97578877013599	-6.85734594132945	-12.5122218999206	-19.8755628054824	-7.57983934536531	-7.66330917516641	-7.67202464363443	-7.60132733672028	-7.39892641516064	-7.40873898282118	-17.1269957902809	-7.76195036504789	-7.69695346625232	NA	NA	NA	-12.0061379690781	-14.1469840250569	-7.97514730594479	-13.6364446645404	NA	-13.4335704988799	-8.04531034308104	-7.66330917516641	-6.89930382659854	-8.59252249204761	-11.8657667069511	-11.1805714695691	NA	NA	-7.78350665108644	-16.0026450772701	-7.78311938005126	-7.81551005344133	-7.71808243575358	-14.3514039844831	-18.6670299265161	-16.895155931977	-7.64116561495114	-15.2014040587151	-13.6825928428253	-13.4083732750816	-12.9989270670467	-9.58259306855958	-7.17075895286891	-9.93113274246351	-9.56872213710071	-9.49941754290831	-23.0331188774172	-17.1750643166336	-13.2468131632466	-15.0151653433546	-7.77289405843984	-8.28367767645592	-7.51539025359961	-7.80556378625941	-17.3000995408757	-7.90652528859684	-10.3201113803082	NA	-19.1581535564185	-7.7164459265624	-8.07280880530771	-7.40511887670629	-21.2386901055509	-11.0755136039064	-17.5323746940759	-8.11499289848962	-12.5106010433344	-19.1190515611703	-9.36535802928125	-8.91940018271634	-8.18790978683156	-7.63349303463958	-8.38484503029143	-9.61047897734008	-18.6962376386352	-19.0773091271724	NA	-18.9175150795052	-7.49008803778467	-21.1384319594261	-16.1046767623242	-16.7548104820737	-18.8748616736151	NA	NA	NA	-17.0018681967663	-7.17559913542387	-11.8657667069511	-11.7522498926488	-6.90298351601431	-15.5763261470267	-7.93340652685047	-8.53263520428164	-7.76952059795492	-7.69583555960867	NA	-8.23251318972079	-7.95127946300886	-7.43735927665694	NA	-7.71797087042679	-7.34208670096186	-19.3636581738788	-7.46548954124682	-7.69460458785253	-7.46548954124682	-7.57771376116681	-7.33433864977572	-7.68520191189649	-11.0548034205934	-8.50895434560114	-7.87615174647437	-18.8750558277223	NA	-18.448519998286	-14.8033256953916	-10.1447346305057	-7.84994050425582	-14.2582672825762	-12.1982659834704	-14.2000253636038	-14.2342130614438	-18.0161438735325	-10.5058767398102	-17.5853086357792	NA	-14.7803654523038	-9.23022663291334	-7.61822691974123	-9.57395989789552	-20.3039939787738	-14.7764587674467	-18.3769448172104	-18.3236339205317	-7.31321350464246	-7.71236953195832	-16.3066700481261	-22.2206881235054	-6.82965960803304	-6.87673707857108	-7.54436804396339	-12.240016997897	-7.37488469054619	-8.04874089106235	-7.52735180491982	-17.1814846720832	-8.60144572672115	-8.6952185465	-8.92345754807509	-7.27860982931212	-18.5931711477198	-8.9409204456722	-7.95602827880879	-10.4879502024021	-7.496935570028	-7.46441729598478	-7.97163569406291	-11.3287160401703	-19.1853042170681	-7.85276985571323	-7.66125073205676	-10.303460436536	-6.90871680186516	-16.1137729070749	-17.9102022455439	-7.42819949693091	-7.42819949693091	-6.86352697245407	-8.40209628190934	-7.82597189456458	-7.73518926730147	-7.76849056594903	-19.1982952196498	-7.50182660657396	-13.3286176594319	-7.23747957020339	-7.36506795959467	-7.16431751210586	-10.5899968527123	-7.29886379631814	-7.36134115287861	-7.57956577443248	-15.1151351204742	-8.00302272708873	-18.3871507129763	-7.28150743849654	-7.61821013033685	-7.5718984570687	-8.73235608296561	-7.4976427035561	-7.59391043738269	-19.246901725822	-7.07365966030306
