# Constructed from biom file
#OTU ID	101112C14	101112C4	101112C9	101112H14	101112H4	101112H9	101112L14	101112L4	101112L9	101112M14	101112M4	101112M9	123C14	123C4	123C9	123H14	123H4	123H9	123L14	123L4	123L9	123M4	123M9	131415C14	131415C4	131415C9	131415H14	131415H4	131415H9	131415L14	131415L4	131415L9	131415M14	131415M4	131415M9	13M14	456C4	456H4	456H9	456L14	456L4	456L9	456M14	456M4	456M9	45C14	45C9	45H14	67C9	6C14	789C4	789H14	789H4	789H9	789L14	789L4	789L9	789M14	789M4	7C14	89C14	89C9	89M9
a9b2f6c6e356863f278e9c9076fc3cd8	8557.0	10437.0	16424.0	14680.0	15125.0	6679.0	9010.0	20478.0	4714.0	17749.0	17419.0	12815.0	10672.0	6277.0	11988.0	12005.0	7912.0	21775.0	15252.0	10370.0	11520.0	5680.0	16275.0	16135.0	11541.0	16246.0	23743.0	12449.0	10875.0	14380.0	31192.0	13870.0	24120.0	14989.0	18974.0	27545.0	9187.0	12173.0	19237.0	8744.0	7346.0	11303.0	8170.0	7845.0	14895.0	13167.0	14110.0	26762.0	7647.0	8962.0	8313.0	6417.0	13724.0	5517.0	3348.0	7056.0	4047.0	2550.0	8544.0	11349.0	9944.0	2624.0	4644.0
8587cd0821a565310d9f0e0badb333a3	9751.0	9276.0	17049.0	12839.0	14599.0	10880.0	18856.0	24191.0	16567.0	17863.0	22514.0	19093.0	7688.0	1249.0	11976.0	15254.0	2683.0	12691.0	10834.0	2652.0	14162.0	3540.0	8648.0	9698.0	11415.0	22236.0	18362.0	10120.0	17279.0	21689.0	26822.0	25838.0	20263.0	17951.0	18904.0	13910.0	3820.0	7531.0	9953.0	17887.0	3815.0	5934.0	7985.0	2919.0	13070.0	12281.0	9157.0	12432.0	14201.0	11013.0	6399.0	9778.0	10241.0	9220.0	7580.0	5330.0	5660.0	9613.0	5505.0	9090.0	12472.0	5564.0	10100.0
4f7891e3f49e6a1603df14f964fe4889	4076.0	6455.0	3511.0	3540.0	7563.0	3307.0	3494.0	5804.0	2516.0	7371.0	8772.0	4532.0	28700.0	23974.0	28491.0	15289.0	10963.0	25949.0	37150.0	29956.0	41977.0	17572.0	15494.0	7378.0	5674.0	2458.0	4281.0	5701.0	3113.0	8208.0	11714.0	3502.0	3566.0	5690.0	9001.0	20151.0	13683.0	7844.0	13738.0	32160.0	13544.0	17910.0	12470.0	6831.0	10695.0	18870.0	35727.0	23233.0	4155.0	2855.0	6370.0	13762.0	6517.0	3891.0	12307.0	5482.0	3668.0	6795.0	6775.0	3569.0	3473.0	4822.0	8056.0
6e304cc095e0ddda8e1313c7d6ddbd7b	13248.0	12788.0	9118.0	9588.0	9412.0	8378.0	15072.0	8118.0	8764.0	15467.0	10999.0	10604.0	37352.0	732.0	9849.0	34105.0	661.0	9255.0	14023.0	321.0	5939.0	789.0	6307.0	4549.0	8152.0	9314.0	13513.0	5632.0	5526.0	9146.0	8671.0	11843.0	19917.0	17821.0	12370.0	10263.0	7538.0	2107.0	8723.0	27890.0	5875.0	4356.0	7130.0	809.0	6502.0	23370.0	6919.0	26440.0	16887.0	20480.0	16330.0	15884.0	14985.0	10430.0	13304.0	9151.0	8379.0	8231.0	10595.0	24803.0	22725.0	7078.0	6926.0
5a599263cbd65e11c6d17dfdeb60ef33	4532.0	17998.0	9943.0	4674.0	30037.0	5925.0	6901.0	20205.0	3123.0	8692.0	22101.0	10686.0	1551.0	8061.0	3393.0	358.0	24339.0	15927.0	470.0	9168.0	9911.0	11529.0	11063.0	4816.0	17929.0	7522.0	4790.0	24140.0	7675.0	6435.0	21604.0	9827.0	1715.0	14382.0	15130.0	10589.0	22138.0	19006.0	7276.0	3883.0	13991.0	9349.0	4014.0	20336.0	9869.0	7527.0	11513.0	1682.0	4461.0	2113.0	17233.0	8039.0	29013.0	7965.0	6022.0	22192.0	4752.0	6411.0	18442.0	3136.0	8957.0	8264.0	13440.0
2ec97af0f815690a272d9aad251611af	7252.0	10061.0	6208.0	7851.0	7663.0	8783.0	4926.0	9291.0	8298.0	5731.0	9679.0	11516.0	8035.0	19735.0	17192.0	12900.0	19340.0	21805.0	12340.0	20752.0	12345.0	16823.0	10397.0	6223.0	10833.0	6994.0	5967.0	7894.0	9067.0	8214.0	18420.0	12389.0	7280.0	9373.0	15893.0	9411.0	10579.0	13348.0	12671.0	10517.0	9230.0	7658.0	8159.0	9170.0	9294.0	8523.0	12094.0	14557.0	6170.0	5130.0	5106.0	7371.0	6523.0	5288.0	4260.0	4057.0	4594.0	4135.0	4609.0	5326.0	3852.0	3828.0	7104.0
efae6ad35e80014d7926ccf1665a8f62	4028.0	15834.0	8537.0	3988.0	26968.0	5016.0	5833.0	18204.0	2638.0	7586.0	19762.0	9303.0	1194.0	7358.0	3180.0	264.0	21708.0	14369.0	344.0	8324.0	8609.0	10342.0	9873.0	4087.0	15990.0	6493.0	3838.0	21806.0	6601.0	5288.0	20020.0	8485.0	1399.0	12345.0	13124.0	9128.0	20049.0	16808.0	6144.0	3304.0	12739.0	8348.0	3348.0	17786.0	8659.0	6456.0	10028.0	1387.0	4124.0	1752.0	15488.0	6961.0	25582.0	7044.0	5170.0	19793.0	4143.0	5458.0	16967.0	2653.0	7792.0	7634.0	12081.0
183a1024331fdcf5e0a6f6db06729adc	4414.0	12950.0	7546.0	3954.0	12055.0	6810.0	8070.0	9424.0	12310.0	8628.0	10746.0	9100.0	1550.0	5561.0	10240.0	2622.0	3410.0	12173.0	5012.0	8845.0	17101.0	8268.0	13156.0	6238.0	5130.0	5583.0	5818.0	4521.0	4440.0	11814.0	13784.0	10689.0	7456.0	9710.0	6643.0	7391.0	7876.0	7367.0	11453.0	10931.0	9012.0	9322.0	6072.0	4094.0	17959.0	7099.0	15037.0	2883.0	15413.0	9959.0	10017.0	8683.0	11418.0	9456.0	8453.0	11394.0	14424.0	7247.0	11135.0	10777.0	9460.0	12460.0	17491.0
3200c740edd3e85eb6a3abeadffda365	563.0	1459.0	167.0	417.0	766.0	277.0	1016.0	726.0	294.0	517.0	436.0	729.0	23363.0	2832.0	73079.0	10191.0	3609.0	44810.0	16951.0	4171.0	25823.0	2273.0	35620.0	212.0	167.0	162.0	78.0	109.0	100.0	368.0	176.0	120.0	257.0	282.0	622.0	19300.0	1051.0	2936.0	27301.0	18956.0	2562.0	37652.0	18844.0	1001.0	26011.0	37510.0	29295.0	44798.0	2263.0	476.0	1618.0	4045.0	1172.0	1316.0	3245.0	1684.0	1487.0	3382.0	1080.0	7080.0	904.0	1288.0	1524.0
0e4327dcc514053165a06655c4a99fb1	3518.0	14414.0	7803.0	3671.0	24099.0	4852.0	5043.0	15802.0	2489.0	6737.0	17831.0	8239.0	1102.0	6641.0	2916.0	264.0	19131.0	12340.0	327.0	7541.0	7769.0	9279.0	9113.0	3835.0	14366.0	5828.0	3740.0	18888.0	5943.0	4602.0	17686.0	8036.0	1378.0	10585.0	11857.0	7945.0	17520.0	15612.0	5644.0	3158.0	11791.0	7757.0	3024.0	16007.0	7966.0	5864.0	9120.0	1322.0	3812.0	1689.0	13714.0	6078.0	22192.0	6167.0	4776.0	17073.0	3823.0	4885.0	14911.0	2366.0	6803.0	7049.0	10219.0
cba2c4de6ea5c8ae5b90883adbb7f5d6	3685.0	13702.0	7745.0	3852.0	23285.0	4629.0	5330.0	15947.0	2434.0	6685.0	16890.0	8046.0	1221.0	6399.0	2597.0	258.0	18304.0	12482.0	356.0	7108.0	7605.0	9191.0	8713.0	3824.0	13712.0	5960.0	3649.0	18523.0	6005.0	4772.0	17213.0	7767.0	1399.0	10974.0	11927.0	8038.0	16952.0	14454.0	5515.0	3021.0	11181.0	7263.0	3280.0	15634.0	7372.0	5774.0	8952.0	1310.0	3375.0	1719.0	13413.0	6480.0	22785.0	6249.0	4872.0	17374.0	3750.0	4982.0	14570.0	2425.0	7120.0	6520.0	10568.0
4801664debf5c0d85073ad257d752ae2	5137.0	1193.0	925.0	3976.0	1599.0	3644.0	7205.0	1693.0	1864.0	10843.0	2134.0	5373.0	32668.0	1759.0	14501.0	23409.0	2374.0	34433.0	18197.0	908.0	20857.0	3201.0	14417.0	1582.0	738.0	875.0	7699.0	1070.0	1660.0	4053.0	1442.0	4162.0	11767.0	3748.0	4112.0	10082.0	754.0	1191.0	17222.0	29600.0	1182.0	5247.0	9133.0	717.0	7810.0	21560.0	6175.0	26012.0	3352.0	12838.0	919.0	7705.0	2313.0	3853.0	4303.0	2262.0	2922.0	4109.0	1859.0	9478.0	7591.0	1048.0	3054.0
eb6cc475b38ae8497121b2313f7fa7d7	10657.0	9045.0	14677.0	8866.0	11259.0	8383.0	7529.0	9649.0	14987.0	10526.0	10457.0	14514.0	1076.0	1660.0	3209.0	1584.0	1159.0	4702.0	2259.0	1392.0	3349.0	2432.0	2036.0	9023.0	15899.0	12076.0	9347.0	5072.0	7002.0	10881.0	8180.0	15618.0	14249.0	23835.0	16796.0	1072.0	3636.0	2495.0	3725.0	4085.0	2174.0	2992.0	2923.0	1291.0	4287.0	1001.0	2189.0	911.0	11900.0	10399.0	9804.0	9014.0	5946.0	7444.0	6631.0	5562.0	7787.0	10742.0	4987.0	9450.0	8287.0	6357.0	6984.0
848f7cf56f1e58df5766ae1e4f050f3a	15520.0	4802.0	12744.0	11619.0	3511.0	9157.0	12339.0	3306.0	14239.0	11340.0	2988.0	8512.0	3139.0	0.0	162.0	653.0	0.0	62.0	582.0	60.0	69.0	0.0	90.0	9414.0	4304.0	8327.0	14379.0	1583.0	4413.0	14269.0	3590.0	10188.0	9592.0	5694.0	6359.0	881.0	1252.0	554.0	2199.0	2918.0	693.0	1345.0	10349.0	298.0	4767.0	548.0	371.0	308.0	11491.0	32459.0	3345.0	27541.0	2997.0	9883.0	20828.0	2866.0	11260.0	15094.0	2077.0	19706.0	21150.0	6133.0	9221.0
9a5dabc71f65a222f30b7415aa0d9dd0	1405.0	2566.0	617.0	1079.0	4024.0	1389.0	830.0	1211.0	876.0	1803.0	4507.0	2596.0	10879.0	25140.0	10634.0	6237.0	14001.0	9589.0	18265.0	36882.0	16599.0	21783.0	12124.0	990.0	1324.0	340.0	487.0	985.0	529.0	932.0	1833.0	596.0	757.0	1297.0	2612.0	17122.0	13122.0	9189.0	7553.0	17443.0	15549.0	11181.0	6555.0	8364.0	13084.0	13208.0	17690.0	9542.0	3039.0	1580.0	2880.0	5821.0	5169.0	2527.0	3583.0	3428.0	2483.0	3300.0	3646.0	1509.0	1697.0	3246.0	4590.0
dd67316180ee058d8dc3674941ecd528	512.0	1276.0	256.0	351.0	2042.0	300.0	238.0	509.0	282.0	271.0	2473.0	428.0	4555.0	32469.0	6754.0	7469.0	41719.0	16331.0	8563.0	30974.0	13712.0	32187.0	8223.0	285.0	321.0	146.0	214.0	287.0	202.0	369.0	487.0	92.0	127.0	96.0	470.0	13681.0	20238.0	17440.0	7363.0	4122.0	14871.0	11590.0	6333.0	26539.0	7469.0	7577.0	18211.0	8043.0	710.0	230.0	1960.0	1074.0	2739.0	807.0	1121.0	1259.0	550.0	1384.0	1499.0	184.0	537.0	934.0	1516.0
32d940a94d03cf8472cfbbbc46143b3c	3175.0	3458.0	1763.0	3440.0	3400.0	2315.0	1533.0	2113.0	1496.0	2417.0	3151.0	3155.0	7890.0	15869.0	15780.0	12725.0	16400.0	18019.0	17341.0	16666.0	13031.0	13566.0	9988.0	2557.0	2473.0	1811.0	2317.0	2234.0	1907.0	3315.0	3939.0	1736.0	2249.0	2333.0	4884.0	10560.0	8134.0	10108.0	10945.0	10812.0	6964.0	6538.0	8171.0	8102.0	8248.0	8167.0	12627.0	13916.0	2599.0	2270.0	2295.0	6036.0	2584.0	3010.0	4547.0	1697.0	1652.0	2334.0	2109.0	3371.0	2396.0	2119.0	3738.0
80784c53a1672d5fa0603e384c90ef22	633.0	1515.0	344.0	589.0	2563.0	556.0	316.0	753.0	373.0	272.0	2547.0	529.0	4930.0	27468.0	7524.0	5745.0	27730.0	14989.0	10956.0	22635.0	15286.0	30113.0	8581.0	542.0	375.0	250.0	408.0	620.0	455.0	659.0	544.0	149.0	163.0	138.0	680.0	12786.0	18871.0	23200.0	7532.0	4140.0	13588.0	13285.0	5132.0	28366.0	8560.0	7036.0	24287.0	5197.0	672.0	244.0	2166.0	1346.0	3615.0	1142.0	1357.0	1254.0	782.0	1614.0	1770.0	300.0	578.0	1281.0	2275.0
9d8e21325d4ba887e3d872a5215673d6	3917.0	9515.0	3083.0	4552.0	10631.0	3243.0	2566.0	6307.0	2963.0	9270.0	9802.0	6537.0	1811.0	2587.0	4730.0	2597.0	1845.0	4766.0	3394.0	4022.0	16391.0	3096.0	4456.0	3216.0	6511.0	2671.0	2711.0	5996.0	3969.0	5762.0	9754.0	9748.0	2754.0	2871.0	9882.0	7116.0	5769.0	4430.0	4997.0	6124.0	6956.0	2988.0	5841.0	2237.0	4659.0	2986.0	7065.0	1452.0	10873.0	2504.0	7050.0	11861.0	9862.0	13562.0	3865.0	9181.0	3663.0	4286.0	5350.0	4679.0	4759.0	5708.0	7588.0
762c63c2523466e5c18168ed06a73211	8271.0	4944.0	5998.0	6972.0	5632.0	5747.0	10940.0	3953.0	9770.0	10010.0	3800.0	5638.0	3611.0	533.0	2290.0	2848.0	216.0	1343.0	6161.0	1039.0	3732.0	303.0	4116.0	24335.0	7364.0	5169.0	9016.0	4325.0	4101.0	13282.0	7912.0	9156.0	9307.0	4097.0	8432.0	12206.0	1065.0	466.0	1439.0	4229.0	1193.0	2949.0	5796.0	311.0	4815.0	13384.0	2722.0	2656.0	4364.0	6007.0	1303.0	4433.0	1176.0	1734.0	6879.0	1217.0	3233.0	5443.0	1153.0	3889.0	6310.0	4443.0	3997.0
9b6f860562433c1428257db64aee90de	12575.0	1152.0	15129.0	11806.0	1337.0	2204.0	6937.0	976.0	1377.0	7043.0	1237.0	1760.0	11014.0	251.0	342.0	3325.0	58.0	348.0	4180.0	29.0	360.0	78.0	214.0	7888.0	461.0	6733.0	13435.0	563.0	5286.0	29687.0	1507.0	3557.0	27225.0	1039.0	2598.0	1630.0	530.0	606.0	1171.0	3834.0	684.0	722.0	7349.0	203.0	1189.0	2218.0	477.0	6757.0	4257.0	13332.0	1275.0	6984.0	1602.0	4615.0	21082.0	1142.0	3114.0	19487.0	992.0	13402.0	12531.0	1191.0	2812.0
b4d023bb31de969862c5050fa0b4c875	9888.0	1173.0	18066.0	13396.0	1109.0	2610.0	6787.0	952.0	1246.0	7738.0	1034.0	2026.0	2374.0	0.0	118.0	416.0	0.0	96.0	3788.0	15.0	199.0	49.0	64.0	9204.0	546.0	7483.0	16480.0	546.0	7377.0	30527.0	1578.0	3476.0	29824.0	1241.0	2966.0	1785.0	344.0	205.0	968.0	1765.0	414.0	928.0	4760.0	98.0	1397.0	2577.0	133.0	18821.0	3981.0	11756.0	1168.0	5162.0	963.0	4321.0	14734.0	1423.0	3498.0	12326.0	761.0	13604.0	9935.0	1311.0	2756.0
7e537c12b9af4d0e06d9c229f25d2176	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	26.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	68141.0	0.0	0.0	56532.0	15311.0	0.0	0.0	26873.0	6277.0	17277.0	0.0	52842.0	13249.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	10935.0	0.0	0.0	0.0
85bd3462ee2e4a9d77cdf8d6a09393dc	2091.0	2429.0	1308.0	2294.0	1850.0	1642.0	870.0	1182.0	979.0	1725.0	2019.0	1802.0	5717.0	10653.0	10079.0	8640.0	10868.0	12143.0	11676.0	11306.0	8531.0	10727.0	6367.0	1417.0	2042.0	1204.0	1546.0	1524.0	1364.0	1768.0	2705.0	1178.0	1345.0	1518.0	2759.0	6577.0	5830.0	7331.0	7319.0	7002.0	4314.0	4244.0	5917.0	5556.0	6068.0	5826.0	8154.0	9744.0	1774.0	1519.0	1852.0	4278.0	2103.0	2049.0	3392.0	1322.0	1265.0	1554.0	1636.0	1909.0	1364.0	1325.0	2578.0
f6905715f1a4eec958b4aaf533ddb7ad	2118.0	1839.0	1218.0	2331.0	1843.0	1504.0	824.0	1105.0	874.0	1504.0	2104.0	2407.0	5594.0	11356.0	9051.0	8557.0	10421.0	12336.0	12419.0	11190.0	7819.0	8851.0	6482.0	1511.0	1943.0	1289.0	1464.0	1611.0	1268.0	1720.0	2971.0	1028.0	1276.0	1623.0	2561.0	6299.0	5907.0	7254.0	7311.0	6558.0	4981.0	4080.0	5577.0	5738.0	5955.0	5235.0	7422.0	9356.0	1421.0	1525.0	1682.0	4239.0	2203.0	1903.0	3470.0	1055.0	1175.0	1416.0	1308.0	1628.0	1277.0	1260.0	2099.0
f99389b0e5ead8374bb0a209a36eb56e	2640.0	11079.0	1860.0	1998.0	6198.0	2872.0	1549.0	4105.0	2397.0	1974.0	6819.0	4533.0	998.0	5587.0	3886.0	309.0	3210.0	1018.0	2210.0	17611.0	2779.0	3328.0	1115.0	1293.0	4267.0	1502.0	992.0	2607.0	1478.0	2589.0	9159.0	2140.0	643.0	1619.0	3437.0	632.0	5696.0	2990.0	2183.0	5809.0	8076.0	3519.0	3091.0	2557.0	6036.0	896.0	2213.0	331.0	7048.0	2177.0	8119.0	5206.0	7271.0	4064.0	9790.0	7666.0	6761.0	2803.0	7381.0	2575.0	1661.0	6867.0	7290.0
ebf3bda053c6668c65674605d5e2aea1	2382.0	7055.0	2433.0	3526.0	8201.0	2657.0	1494.0	4405.0	2089.0	5057.0	6977.0	4855.0	1665.0	851.0	2680.0	1638.0	1207.0	3000.0	2528.0	2100.0	9283.0	2060.0	2752.0	2045.0	4205.0	2373.0	2468.0	4786.0	3206.0	4183.0	7245.0	8258.0	2053.0	2538.0	8234.0	3043.0	4857.0	2997.0	2186.0	3453.0	5101.0	3181.0	3100.0	1933.0	2693.0	3483.0	5706.0	1604.0	8492.0	2250.0	6120.0	6433.0	7550.0	10113.0	2310.0	7155.0	2435.0	2042.0	3715.0	3396.0	3609.0	3568.0	4800.0
0eeaf1437bbd0c85cfc63d4a9e5fd8c5	3576.0	4998.0	5745.0	6448.0	4519.0	3226.0	9510.0	3679.0	3420.0	5818.0	6076.0	4836.0	2702.0	111.0	2319.0	6737.0	56.0	10376.0	2424.0	346.0	5702.0	562.0	248.0	4468.0	4458.0	5142.0	11270.0	3156.0	3035.0	5794.0	4346.0	5985.0	12777.0	9019.0	6154.0	2319.0	2314.0	1058.0	2620.0	1518.0	2068.0	1330.0	6495.0	440.0	1756.0	7454.0	1112.0	8078.0	3072.0	1594.0	5664.0	2431.0	5740.0	1647.0	385.0	4003.0	1753.0	350.0	3920.0	1729.0	1419.0	870.0	1116.0
10f0b9b94a3c8595e648259668664749	1471.0	3294.0	444.0	458.0	3744.0	574.0	564.0	1281.0	744.0	598.0	6429.0	1388.0	1817.0	13565.0	2798.0	1186.0	13492.0	4252.0	3834.0	15303.0	5285.0	9917.0	3052.0	364.0	318.0	186.0	276.0	472.0	334.0	1063.0	1281.0	415.0	227.0	215.0	744.0	3820.0	8309.0	6641.0	3011.0	2774.0	9239.0	3931.0	2876.0	7528.0	3124.0	3839.0	12480.0	1584.0	2653.0	599.0	5675.0	3497.0	6235.0	2837.0	2401.0	4288.0	1621.0	1918.0	4009.0	687.0	1584.0	2726.0	4087.0
139bb4a60107bfe15335f68432bdaf07	5089.0	1266.0	1327.0	2806.0	1394.0	1829.0	3244.0	1248.0	1628.0	5273.0	1987.0	4987.0	1273.0	973.0	2190.0	1661.0	895.0	2554.0	1385.0	889.0	922.0	478.0	1626.0	4144.0	300.0	887.0	4050.0	329.0	1672.0	7132.0	1582.0	1883.0	2495.0	325.0	5651.0	1056.0	973.0	1032.0	1680.0	5187.0	555.0	2974.0	7099.0	373.0	3259.0	995.0	2744.0	997.0	5233.0	4680.0	1720.0	13477.0	2052.0	4998.0	10533.0	2084.0	3157.0	6653.0	1108.0	6995.0	4632.0	4805.0	10911.0
