"gene","taxa","rho","pvalue"
"Montipora_capitata_HIv3___TS.g26493.t2a","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Kordia;__",0.488639789732636,6.45740164170314e-05
"Montipora_capitata_HIv3___RNAseq.g5198.t1","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Kordia;__",0.422432424075904,0.000695634931656016
"Montipora_capitata_HIv3___RNAseq.g5394.t1","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Kordia;__",0.137704918032787,0.289913388663713
"Montipora_capitata_HIv3___TS.g28558.t3a","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Kordia;__",0.264727657324167,0.0392309392418647
"Montipora_capitata_HIv3___RNAseq.g6841.t1a","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Kordia;__",0.473274897043702,0.000117141085370565
"Montipora_capitata_HIv3___RNAseq.g6929.t1","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Kordia;__",0.405764145954521,0.00117721868284759
"Montipora_capitata_HIv3___TS.g28731.t1","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Kordia;__",0.248228450555262,0.0537399937203646
"Montipora_capitata_HIv3___RNAseq.g7017.t1","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Kordia;__",0.374535509115026,0.00294175074427502
"Montipora_capitata_HIv3___RNAseq.g7364.t1","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Kordia;__",0.475885774722369,0.000106076653141546
"Montipora_capitata_HIv3___TS.g29264.t2","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Kordia;__",-0.578688524590164,1.03418958364828e-06
"Montipora_capitata_HIv3___RNAseq.g8767.t1","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Kordia;__",0.364852716148268,0.00383995548159945
"Montipora_capitata_HIv3___RNAseq.g8958.t1","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Kordia;__",0.336347771373095,0.00804166468368367
"Montipora_capitata_HIv3___TS.g42133.t1","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Kordia;__",0.530879907489174,1.07577536324237e-05
"Montipora_capitata_HIv3___RNAseq.g9530.t2","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Kordia;__",0.0710206240084611,0.586509545983968
"Montipora_capitata_HIv3___RNAseq.g9870.t1","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Kordia;__",0.347752511898466,0.00603039828823279
"Montipora_capitata_HIv3___RNAseq.g10763.t1","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Kordia;__",0.318167774547288,0.0124590445500201
"Montipora_capitata_HIv3___RNAseq.g10964.t1","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Kordia;__",0.32799196195848,0.00986520555317066
"Montipora_capitata_HIv3___RNAseq.g10966.t1","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Kordia;__",0.323020784205482,0.0111122821518532
"Montipora_capitata_HIv3___RNAseq.g10968.t1","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Kordia;__",0.327304458652215,0.0100300870041842
"Montipora_capitata_HIv3___RNAseq.g11051.t1","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Kordia;__",0.320376540719844,0.0118295666216965
"Montipora_capitata_HIv3___RNAseq.g11053.t1","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Kordia;__",0.31836691567076,0.012401129895598
