,101112C14,101112C4,101112C9,101112H14,101112H4,101112H9,101112L14,101112L4,101112L9,101112M14,101112M4,101112M9,123C14,123C4,123C9,123H14,123H4,123H9,123L14,123L4,123L9,123M4,123M9,131415C14,131415C4,131415C9,131415H14,131415H4,131415H9,131415L14,131415L9,131415M14,131415M4,131415M9,13M14,456C4,456H4,456H9,456L14,456L4,456L9,456M14,456M4,456M9,45C14,45C9,45H14,67C9,6C14,789H14,789H4,789H9,789L14,789L4,789L9,789M14,789M4,7C14,89C14,89C9,89M9
Montipora_capitata_HIv3___TS.g42133.t1,1922.20578856309,11.9150796482757,38.5583467403174,1206.10380788274,0,33.3100239813736,1872.89212954428,34.6103580465064,14.2502442687452,1205.53002158616,604.302201839418,11.9888015549189,3175.19469629556,21.3929007314282,21.9412005516256,2133.52473271633,0,28.6772965175654,2126.51687197694,26.0146424575243,30.7554006795054,10.7507000902221,47.2752004580122,957.101487761695,45.3480179962544,68.0377548200604,1496.88862975934,0,30.5181271539897,1703.83161062775,60.7771229960982,1142.21719684773,20.7846941710853,63.9172908029256,2684.20565037972,0,0,39.0310048344922,2145.03934637547,0,28.1583255761631,1291.00446393929,21.4061787331249,70.043782209213,2322.97178087564,48.326831843403,251.623994935288,36.4724795890062,1467.90948324501,1960.59795974574,0,22.2073080666728,1630.57781853336,0,23.4229177835355,1498.71746811401,0,143.507173515234,1033.78603670275,51.3837265352491,20.9621256153843
Montipora_capitata_HIv3___RNAseq.g9530.t2,192.349240555677,57.8732440059106,331.87719872916,137.525251264678,75.4384327961556,416.035401563278,117.887626428168,105.652671931441,339.527559098799,171.214650654527,140.960340817834,259.186471711105,173.174548047108,92.7025698361891,336.640705606371,143.788250317231,14.4163605228405,509.363409573899,191.054250216678,184.993013031284,366.428630952964,50.1699337543698,363.272592993146,225.160813483264,82.1166812364606,309.004803141108,190.081095842456,98.4871731206754,283.497339088378,156.759972938369,352.11094083609,144.916133120663,133.945806880327,278.2282070245,259.723405141047,79.736236737282,68.2405409641627,324.257578625012,157.413350910278,335.053402331813,347.793372656934,196.338639054135,95.614265007958,350.218911046065,93.8776214111395,291.471204555524,215.866900918168,453.568015401744,130.328412063809,121.243614403583,88.0771292163879,372.264611538699,162.065543829888,170.259280242683,362.105647896818,194.748597551538,49.3356691321063,255.530630391923,124.293927155472,383.950623277278,328.72424260489
Montipora_capitata_HIv3___RNAseq.g9870.t1,174.97991114095,54.4689355349747,170.069850801043,152.969263438786,53.0107906135147,212.776275636121,126.127084189276,72.8639116768556,177.198689602658,235.100714331589,92.6683722043167,183.257395196618,375.867484965883,17.8274172761902,113.467351424121,233.655906765501,26.4299942918742,155.676752523926,183.502698824714,95.3870223442556,193.319661414034,59.726111612345,174.171791161098,170.718945148505,19.60995372811,171.511840275569,228.776176067527,87.5441538850448,160.621721863104,171.689494170595,153.92467019664,149.194100150055,86.602892379522,133.850326622597,146.541187304352,0,48.7432435458305,144.865075635711,208.629178000704,143.594315285063,245.81457192164,215.816678642838,35.6769645552082,293.426655200757,425.445390650483,231.062664751271,119.1903133904,229.121987161706,265.556388490919,210.697744542811,52.8462775298328,200.450175443915,216.307889111728,31.1449902882957,158.262957996861,221.96501646402,63.0400216688026,122.273969270633,161.232684623364,154.864842474292,198.187369454543
Montipora_capitata_HIv3___RNAseq.g10763.t1,1516.27812705596,27.2344677674873,1016.28785336979,2350.43156706904,16.3110124964661,816.435485747544,1209.93268199663,0,1210.0316111678,2280.73247327112,633.016345339347,1661.87625363662,324.702277588328,0,1397.34102941639,643.053008363174,0,3245.99684867871,1496.71748588718,31.7956741147519,2385.74036699592,0,2572.76617229393,1976.71030583367,15.9330874040894,1111.99205534036,1302.05550652082,0,517.201944399194,1150.81726165072,1326.52677148006,1476.96811689768,280.593371309651,1103.88921057288,1247.38717973705,0,7.79891896733288,1168.67835629431,1380.56780965809,0,1252.66497022607,2075.57989857228,0,2193.1276132263,972.731949515424,2590.77125085493,133.758018360337,223.510836455705,3334.64350566272,1277.49369322799,16.2603930861024,524.793753786109,1520.77014393842,0,742.569798921273,1476.94433298402,23.2973993123836,4054.07765180537,1553.4245032443,1019.11057628244,1058.58734357691
Montipora_capitata_HIv3___RNAseq.g10964.t1,3103.96349726134,51.0646270640388,1478.9880142536,5029.59996470124,6.11662968617477,1875.55828907367,3511.27661511855,7.28639116768556,1973.9686191401,4003.73961064149,1495.74583867813,2252.75290170048,2282.75540607552,3.56548345523804,2082.53337807144,2184.11689486498,2.40272675380675,8465.2648148756,4304.38429341922,2.89051582861381,4916.47048005236,1.1945222322469,3671.29254083142,4295.53062379564,8.57935475604813,2324.6232896854,3424.85403044711,10.9430192356306,1443.18617093999,3221.04420585268,2205.81319221708,2984.41674887978,466.500913617692,2916.88436499469,5626.94331413379,2.74952540473386,3.89945948366644,2159.46540209296,3335.80732622786,14.7276220805192,2550.9920900351,3457.7415877867,0,5279.78671841878,2810.33645373347,3848.77909227852,671.438765432584,837.931838762809,3998.04452045369,3295.01700851688,0,1573.79685851447,4054.28456380973,2.07633268588638,3193.11344054467,3705.06182795255,0,5253.38760189698,3896.04056806612,5623.6634041356,4742.2045085349
Montipora_capitata_HIv3___RNAseq.g10966.t1,3217.82910120233,52.7667812995067,1555.41616582816,5397.31454027524,6.11662968617477,2006.07919936803,3795.85481009837,3.64319558384278,2112.75360680092,4263.75588980713,1594.94015258697,2459.98790000694,2454.9460078269,3.56548345523804,2172.80574605527,2291.29239625884,2.40272675380675,8937.7574146412,4576.24014352991,2.89051582861381,5142.3029936133,1.1945222322469,3836.75574243446,4617.47698098515,12.2562210800688,2503.22239608806,3641.41070749619,8.20726442672295,1554.01515902553,3410.77353817888,2300.28198122189,3275.31850687845,480.357376398415,3045.47091472763,5904.53759577536,5.49905080946773,5.84918922549966,2293.82213027323,3530.12619960036,14.7276220805192,2704.72132696443,3654.08022684084,0,5532.5122569304,3010.07607375717,4097.96431897107,705.871522634255,860.376441586813,4155.81049295198,3529.37204367502,0,1673.72974481449,4310.28197385939,2.07633268588638,3373.53321266109,3985.08853809654,0,5573.35002447941,4087.72276898058,5834.19395035641,4985.17460089503
Montipora_capitata_HIv3___RNAseq.g10968.t1,2939.27652206986,45.9581643576349,1448.69217038621,4719.98429206792,6.11662968617477,1847.00683994677,3416.20594864422,5.46479337576417,1915.72849038957,3893.21672048017,1467.0316951782,2221.92455484498,2224.70257462791,2.37698897015869,1979.72318120097,2104.23453357763,2.40272675380675,8377.86733977445,4182.80431600861,2.89051582861381,4617.7037305943,1.1945222322469,3424.96386476073,4167.82747584991,11.0305989720619,2257.29426147805,3259.89079369812,8.20726442672295,1374.92193914817,3084.19026122394,2082.27708351849,2993.50742881724,431.859756665883,2932.67569566365,5406.53583729391,2.74952540473386,5.84918922549966,2051.37954255129,3170.10906211178,14.7276220805192,2494.67543888278,3253.61173289709,0,5057.35038302466,2822.3208309349,3748.34989485395,593.3028933211,772.468413859465,3805.98159741229,3127.93739354609,0,1397.3071996688,3810.19401004145,2.07633268588638,2976.60971400497,3556.88354720682,0,5141.36414502029,3561.09588886402,5292.52383313066,4418.24438538805
Montipora_capitata_HIv3___RNAseq.g11051.t1,2575.80722135428,40.851701651231,1221.47334138077,4298.58338846012,6.11662968617477,1596.1619654748,2873.66934529738,3.64319558384278,1659.84366938993,3363.60125259733,1243.84448888329,1842.85006758468,2238.47782276802,3.56548345523804,1707.65229436081,1791.36195186884,2.40272675380675,7307.24826978534,3589.25237660028,2.89051582861381,4300.48374072855,1.1945222322469,3122.65139867396,3554.1802438791,14.7074652960825,1858.98990513561,2885.83835152243,8.20726442672295,1159.68883185161,2661.80922302889,1767.8215341039,2592.98276569039,384.516842165077,2271.69571194869,4723.86835497363,5.49905080946773,5.84918922549966,1752.64223631806,2704.64757473115,11.0457165603894,2196.34939494072,2867.94654904075,0,4413.70481677784,2412.85460988631,3183.53004768417,528.410389364105,649.958290111777,3335.62341853538,2747.9421630373,0,1234.25880623192,3259.83265303546,4.15266537177276,2606.9074441243,3122.02565391627,0,4376.96879221465,3142.29024676184,4705.89295518656,3867.51217603841
Montipora_capitata_HIv3___RNAseq.g11053.t1,2746.28397301734,35.7452389448271,1274.4910681487,4373.59716187721,4.07775312411652,1677.73753440877,3047.33176272382,5.46479337576417,1747.20386251572,3548.87083726081,1284.30532745138,1970.15972219168,2238.47782276802,3.56548345523804,1795.41709656731,1879.23254928493,2.40272675380675,7674.59078231987,3776.53085112097,2.89051582861381,4601.8866673877,1.1945222322469,3388.88542230593,3693.30946295682,11.0305989720619,1994.35668816302,2951.68787401071,8.20726442672295,1249.63699609495,2765.69380826979,1876.16336205346,2684.95905682232,400.682715409255,2390.50667602942,4957.38114124723,2.74952540473386,3.89945948366644,1868.98465457472,2809.3387506954,11.0457165603894,2285.39058662751,2994.9433671591,0,4593.54696028798,2430.83117568844,3401.00079097949,606.546261475589,710.745756093454,3522.78677721348,3138.2874581903,0,1378.60630866529,3474.81755811592,2.07633268588638,2900.01044233449,3295.00111633782,0,4616.39147455895,3325.48651690666,5179.05143703198,4092.37861445798
Montipora_capitata_HIv3___RNAseq.g11129.t1,50.8213712504966,0,36.4927210220861,25.7400202901803,0,35.349413204723,40.5634843623803,5.46479337576417,62.5771596149247,22.9989829237424,28.7141434999291,33.1119281040618,22.6307648016107,23.7698897015869,55.1664471012302,29.2901991386953,0,43.6987375505758,22.6546541758907,0,69.4193329623121,0,34.8343582322195,20.8357767700931,33.0917969161856,44.6497766006646,48.1991350171942,0,35.3367788098828,24.8825353870427,27.7460778895231,47.0576373233149,16.1658732441774,24.814948194077,23.827835334041,57.7400334994111,0,45.0357748090294,16.5698264116083,36.8190552012981,41.0959346246705,27.2692554241854,5.70831432883331,47.3268798710899,29.9609430035552,77.0208882504236,38.4057676480177,37.4076713733397,32.3371247977872,25.1358712787915,0,38.5705876947474,38.3665369066673,68.5189786342505,29.1203842714225,13.3058048016579,0,40.2698701190709,27.9536543000259,75.6482640657834,62.8863768461529
Montipora_capitata_HIv3___RNAseq.g11410.t1,2123.56134807455,6.80861694187184,127.380252624263,1706.93105981453,79.5161859202721,158.39256301347,2123.24488459334,34.6103580465064,185.253175493688,1730.67346501162,1098.96858304274,148.432781156139,3774.41799039038,35.6548345523804,161.111101193365,1367.98543704588,86.498163137043,191.181976783769,1774.61457711143,60.70083240089,187.168581278133,50.1699337543698,204.029812503,1104.96829064623,23.2868200521306,153.084948345136,1242.99459459835,32.8290577068918,120.466291397328,1594.97051830944,177.707022673374,1397.29098097525,61.1993772815288,236.117991907278,4634.51397247098,16.4971524284032,60.4416219968299,121.596591984379,1431.78363674851,36.8190552012981,146.879914491878,2021.82050930746,27.1144930619582,194.98674506889,2133.21914185313,138.184534802231,501.923653055127,164.593754042695,1154.33736399374,2713.93480777776,62.3315068300592,152.52914224741,2631.41523818487,80.9769747495688,157.629906164874,2169.4509919794,37.0017518490798,1257.15212717172,1754.59097972484,265.482587098787,203.904312804193
Montipora_capitata_HIv3___RNAseq.g11828.t1,8343.71120403722,95.3206371862057,185.217772734739,7432.24700150178,30.5831484308739,101.289664759687,10109.8146728801,41.896749214192,172.242082900486,7235.0967114273,3560.55379399121,339.682710722703,9855.20609795362,48.7282738882532,386.165129708611,8328.40185055038,9.610907015227,445.180888796491,10648.4426178078,69.3723798867314,748.67432511253,47.780889289876,857.174029357116,5481.15353419707,83.3423033444675,374.207651510332,6266.56641329183,57.4508509870607,86.735729806076,7175.50114223843,309.170582197543,5600.39358735315,173.205784759044,331.61794404812,11122.8335339303,35.7438302615402,35.095135352998,193.653831678826,9794.27375711608,106.775260083764,579.909299703684,7185.83836506462,12.843707239875,1209.67504950506,12158.1506708427,631.269240954452,1909.69368787729,109.417438767019,11953.957133582,11928.44950245,9.48522930022639,142.009891057934,9239.72047435051,37.3739883459548,267.147873098702,8493.94193793106,37.0017518490798,3813.92279000437,8245.32967371122,409.642486544903,281.083048024471
Montipora_capitata_HIv3___RNAseq.g467.t1,3655.2788790547,42.553855886699,116.363582127029,1873.13804797398,122.332593723495,166.550119906868,5090.71728747873,0,136.926260147508,1655.92677050945,1949.95138131337,133.018607728386,35422.0666459994,26.1468786717456,132.274094754086,24748.2212131653,33.6381745532945,174.794950202303,5043.68117469245,0,138.838665924624,58.5315893800981,141.825601374037,1625.86270989855,33.0917969161856,92.8431862648741,8120.53595881235,51.9793413692454,95.5699245085467,8153.38478294921,184.313231694689,2505.28444158784,57.735261586348,199.271553679709,11753.0797785157,38.4933556662741,27.2962163856651,150.119249363431,6792.12248090378,69.9562048824664,114.916409783801,2433.97582700443,62.7914576171664,218.650185004435,23241.7021859579,191.042007130953,3675.03466287065,128.121274453688,959.334702334354,10351.5432248717,21.6805241148032,139.672279682494,4714.45359541066,12.4579961153183,181.685875780397,6039.02095202518,50.706104385776,187.437940917857,1728.13484261946,662.279142009877,257.262450734262
Montipora_capitata_HIv3___RNAseq.g516.t1,82.986796092583,0,108.789621160181,117.668664183682,26.5053953067574,92.4523114585062,110.281973110222,38.2535536303492,94.1755273412728,51.7477115784204,41.7660269089878,111.895481179243,28.534442575944,0,100.929522537478,59.2460846214518,0,45.0643230990313,30.9613607070506,0,56.2384469568098,34.6411447351601,53.4956215709086,84.0152289116657,19.60995372811,124.735883836777,122.873851241016,27.3575480890765,126.891160271852,56.6077680055221,110.984311558092,95.1847664039778,151.266385356232,121.066868462012,50.0384542014861,30.2447794520725,9.7486487091661,79.5632021626186,34.6460006788173,0,66.9711527216853,110.635264863838,59.9373004527498,79.509158183431,65.9140746078213,62.6738600469133,98.0009243432174,86.0376441586813,33.3170376704474,40.660968245104,20.325491357628,89.4136351105509,61.5187574537942,45.6793190895003,112.683226093765,97.9791080849353,21.9269640587139,44.6629468593332,62.3965497768436,77.7892526714188,49.5468423636356
Montipora_capitata_HIv3___RNAseq.g527.t1b,4209.81080333227,78.2990948315261,523.291848618593,3634.49086497346,265.053953067574,603.659210111423,3595.57260605912,87.4366940122268,600.988562638385,2629.55038094788,1576.66751581429,646.824388653484,6871.88092932389,80.8176249853956,404.344981594244,3320.44348417755,204.231774073574,1102.02753760358,3254.71864993629,132.963728116235,691.55715242202,90.7836896507644,715.34842798308,2297.98454119188,105.403501288591,559.89402404008,2665.88736919045,188.767081814628,526.036139101665,2789.33221688749,515.944924564703,2322.40135108132,130.481691185146,544.424924015508,6040.3562571794,112.730541594088,38.9945948366644,493.141734158872,3227.35028062461,77.320015922726,744.293038202366,2676.28263948791,82.770557768083,869.868052030631,5500.82913545273,646.371375905515,2479.15851852031,519.031440305088,2642.82501756461,3589.25456054509,128.728111931644,510.768085533473,3736.10690429064,85.1296401213416,681.796823050478,3520.59498865684,141.154831127971,2061.81735009643,2292.19965260213,919.911437554668,835.626552940547
Montipora_capitata_HIv3___RNAseq.g611.t1,1949.22474543044,166.81111507586,1314.42649870118,2043.75761104032,350.68676867402,1129.14183332779,1960.35714270066,322.422809170086,1234.81464467866,2056.49238976463,976.28087899759,1303.92489292547,2006.26649697758,146.18482166476,1882.55500732948,2653.42576742817,120.136337690337,2444.39813173533,2754.05079264911,150.306823087918,1997.34359270045,131.397445547159,1894.74027098823,1557.97840493793,243.898799493368,1197.03924886544,1775.22166295722,98.4871731206754,899.481642433381,1570.08798292239,1128.3405008406,1699.95714830475,632.778466986374,956.503457662605,3257.26509016341,145.724846450895,171.576217281323,1307.53866195549,2559.28500666568,312.961969211034,1524.35476024472,2555.51879403794,242.603358975416,1912.95248438945,2572.64630590527,1745.80680034293,1930.88307692447,1210.13816892754,2582.07041945968,2038.2234445773,59.6214413157088,1459.25390111794,2152.49501886716,245.007256934593,1599.08892760029,2044.86027429115,189.120065006408,2488.67797335858,2056.59028064477,1347.3954958132,1366.34946056641
Montipora_capitata_HIv3___TS.g38156.t1c,174.336602644109,0,224.464661381133,225.041320251291,22.4276421826408,154.313784566771,238.310470628984,81.9719006364626,151.176504416254,249.155648340543,77.0061121134463,223.220067046348,248.938412817718,8.31946139555543,194.963239187302,228.330416013011,0,139.28972594246,172.175371736769,40.4672216005933,260.981542908945,29.8630558061725,207.762065170738,247.340833915944,12.2562210800688,267.898659603988,287.158226933425,27.3575480890765,110.025879476226,190.973459095553,181.010127184031,212.828859712265,77.3652505257063,230.854215017626,182.282940305414,90.7343383562175,19.4972974183322,133.606131933454,202.603786578301,235.641953288308,157.534416061237,222.828772894772,21.4061787331249,280.175128836852,423.447994450246,189.531793635846,157.596081038417,115.02858947302,158.745885370955,166.340324639062,25.7456223863288,182.91809012812,224.245793299314,97.5876362366598,172.190098300585,257.64876570483,0,201.349350595355,160.733512225149,131.313967812303,120.055810342656
Montipora_capitata_HIv3___RNAseq.g1190.t1,607.283221018592,7596.7143528935,1817.06209013746,645.706794707952,5227.67950511737,1638.30934275735,457.606807963103,5526.7277006895,1579.29881047963,684.219741981336,4147.88854739885,1306.77936948616,269.601285027884,6143.32799337515,1612.99168626665,430.699064607633,8676.24630799617,1178.50032831709,595.817404825924,5387.92150453614,1159.0392427505,10505.8230326115,1154.51015855356,541.058074191127,5134.1310104408,1743.46746726405,678.18219552362,4226.74117976232,2223.00463058535,747.720188380633,1776.40960583161,793.028138073591,4350.92931314718,1740.05424609376,299.039333442215,5779.50240075058,6537.44382436679,1655.81532047865,427.802790990613,3203.25780251293,1321.15819460052,509.545515640492,6466.09305598593,948.430672616641,275.640675632707,1057.14944657444,3892.22590060427,1747.8734449193,386.085671828126,465.752908989373,9226.41804360593,1587.23812392324,672.737379897943,4889.76347526242,1207.86289543204,546.142806177139,7836.14878048289,767.324070632478,524.131018125486,1061.2166855266,1473.06573642655
Montipora_capitata_HIv3___TS.g40145.t1,266.973026189318,13.6172338837437,95.0187830386392,169.148704764042,42.8164078032234,96.531089905205,273.169715002905,29.1455646707423,120.197712527677,125.216684807042,147.486282522363,67.3656468324016,283.376533167995,24.9583841866663,67.0773845435413,232.324534077379,48.054535076135,113.343600521806,135.172769916148,52.0292849150485,73.8129616308129,15.5287890192097,98.2826535837622,110.227980332105,13.4818431880756,119.774797547815,204.33717803064,38.3005673247071,68.2642317918191,174.177747709299,85.2200963749637,148.659354271381,16.1658732441774,163.177083579234,245.426703940622,0,52.642703029497,109.587052035305,188.293481950094,73.6381104025962,90.5632633395517,145.695736123505,15.6978644042916,94.6537597421797,321.580788238159,65.694287037126,162.893428300213,133.732425159689,204.801790385986,274.276713071519,9.48522930022639,98.7640806123078,174.6338921269,39.4503210318412,102.554396781966,247.97181675817,69.8921979371507,135.45319949142,214.644131232342,137.736933629209,97.1880369440546
Montipora_capitata_HIv3___RNAseq.g3338.t1,4243.90615366489,119.150796482757,214.825074696054,3263.09914364372,122.332593723495,256.283245734241,4733.25158153525,94.7230851799123,329.614345694455,3521.39982987967,1628.87504945053,385.354335693823,7916.83189538087,68.9326801346021,204.366610852285,5366.76330582185,112.928157428917,453.374402087224,5537.55263572687,60.70083240089,505.267296877588,46.5863670576291,623.286195512214,2336.96760740689,75.9885706964263,413.896341822034,3173.67543951244,175.08830777009,301.968837102635,2977.81742244433,346.825973619038,2375.87593894873,158.194616746593,308.30693210823,8488.66633775211,30.2447794520725,109.18486554266,288.979555024605,5091.45575193054,55.2285828019471,468.037033225414,3647.84725417245,101.322579336791,592.532535986045,6841.08198581176,359.43081183531,2023.5866540059,440.475330421075,4442.92496464143,5387.94793764214,111.112686088366,209.216218101812,4080.08275241938,0,251.321577299016,4194.35255906806,113.746126054579,1071.910724624,3103.35479970109,476.013133319599,407.808625608386
Montipora_capitata_HIv3___RNAseq.g24646.t1,4368.06469355534,13.6172338837437,103.969827817641,2513.6968386239,81.5550624823303,65.2604551471808,4849.8715990771,47.3615425899562,118.338985014362,2665.96543724381,1570.14157410976,162.705163959614,6766.59867568161,96.2680532914271,148.573272306722,3490.19350191317,177.801779781699,147.483239233193,4256.80951964985,78.0439273725728,158.170632066028,97.9508230442458,204.029812503,2289.24695738507,34.3174190241925,104.182812068218,3876.29663307294,73.8653798405066,51.3989509961932,4618.8206312198,33.6916660087066,2805.27687952398,63.5087877449828,83.4684621073499,2995.15890148896,68.7381351183466,56.5421625131634,171.886540521129,3624.27294057541,77.320015922726,99.6956932561452,2246.98664695287,78.489322021458,295.319730395601,5410.94630644206,127.613040336486,245.002310858044,121.574931963354,3241.55178276,6402.99356310628,55.5563430441832,89.9980379544107,3775.79642522857,29.0686576024093,96.8569302940791,3656.07227391009,23.2973993123836,623.084717660533,2810.34060194904,204.107580403906,48.5940184720273
Montipora_capitata_HIv3___TS.g7987.t1,989.408468142579,27.2344677674873,154.233386961269,970.031050364224,16.3110124964661,119.644167769832,914.579811483044,23.6807712949781,181.535720467059,808.158705514837,334.128215271903,150.145467092556,1031.17571791687,32.0893510971424,136.662334864411,715.612819865851,69.6790758603957,159.773509169293,699.273658895825,28.9051582861381,169.59406660413,32.2521002706663,226.423328509427,550.467779829233,13.4818431880756,210.491803974562,589.930258168194,30.0933028979842,124.481834443905,593.448468980968,166.476467337138,690.89167524685,87.7575976112489,212.055011840294,795.84970015697,0,9.7486487091661,219.17410407061,640.951012558119,29.4552441610385,286.910506546311,551.618081152093,22.8332573153332,409.850779683638,798.958480094804,194.062434121165,194.677511870986,40.2132467263402,726.115438641222,1083.79962631495,105.692555059666,103.439303363186,994.22249949519,87.2059728072279,155.730750668911,964.670848120196,34.2608813417405,886.66932207627,915.981350724064,222.662814986079,185.800658863634
Montipora_capitata_HIv3___TS.g8038.t2,1749.7991114095,0,57.8375201104761,1489.24403107472,0,48.2655449526025,2352.68209301806,12.7511845434497,69.3924938304115,1441.26959655452,793.554511270769,80.4962390115986,3814.75978851499,0,134.781660531415,2853.13167064654,0,43.6987375505758,1678.7098744335,0,225.832513560939,44.1973225931353,297.336129196445,1035.73974202301,22.0611979441238,42.5235967625378,1500.96179609882,0,21.683932451519,1799.00730848319,52.8496721705201,1071.63074086276,20.7846941710853,77.452717090604,2354.19013100325,0,0,54.0429297708353,1895.73877627354,29.4552441610385,85.2360125548722,1682.12349888046,21.4061787331249,129.675650846786,3361.61780499889,113.266012132976,271.489047167021,29.9261370986718,1127.87971643191,2907.6288746908,0,60.7778957614202,1975.87665069337,0,74.7001161745185,2063.6093628753,0,620.155999833692,1560.91208921752,139.1642593663,34.3016600979016
Montipora_capitata_HIv3___RNAseq.g24946.t1,56.6111477220722,5.10646270640388,39.2468886463945,54.4217571849527,14.2721359344078,42.1473772825543,67.1832709751924,30.9671624626636,69.3924938304115,47.9145477577967,28.7141434999291,27.9738702948109,72.8120258834432,8.31946139555543,14.4185032196397,33.9500035471241,40.8463548147147,25.9461254206544,22.6546541758907,11.5620633144552,38.6639322828067,0,42.2988635676951,54.4418683347593,8.57935475604813,52.4457693404632,48.1991350171942,0,63.4455801359259,39.1899932345922,54.1709139747831,33.6889903564641,24.2488098662661,21.0551075586108,88.1629907359518,0,27.2962163856651,42.7839860685779,22.5952178340113,77.320015922726,70.7763318535992,49.8637813470818,9.9895500754583,17.0376767535923,23.9687544028441,50.5921520860625,9.27035770814219,75.7505345310129,63.6943367229142,31.0501939326248,0,32.7265592561493,47.6274251255181,72.6716440060233,67.1034941906692,64.1097867716243,5.48174101467848,45.3951263160436,57.9039981929109,58.5203552207004,60.9807290629362
Montipora_capitata_HIv3___RNAseq.g25096.t1,68.1907006652233,0,23.4104248066213,38.9777450108445,0,36.0292096125061,44.3663110213535,0,41.5115811306926,67.0803668609153,23.4933901363056,39.3917765375908,59.0367777433324,8.31946139555543,35.105920882601,41.9382396758592,0,40.9675664536648,23.409809315087,17.3430949716828,72.0555101634125,37.0301891996539,36.0784424547988,52.4255028408794,64.9579717243644,87.1733733632024,91.646242638327,0,48.9896251682466,94.5536344707622,51.5284303662571,67.3779807129281,34.6411569518088,42.1102151172216,32.1675777009554,0,0,0,74.5642188522371,0,41.0959346246705,74.7956720206227,29.9686502263749,58.6853310401514,35.9531316042662,21.1429889314888,10.5946945235911,96.3247537863497,73.4934654495164,20.7001292884166,0,25.7137251298316,29.1056486878166,0,25.3220732794978,17.5394699658218,16.4452230440354,25.6262809848633,23.960275114308,11.418605896722,37.1601317727267
Montipora_capitata_HIv3___TS.g9507.t1,73.9804771367988,20.4258508256155,76.4281515745576,42.6548907665846,77.4773093582138,93.8119042740725,96.9720798038155,10.9295867515283,89.838496476872,90.7182104214284,22.1882017953998,69.6492280809576,122.993286965276,22.5813952165076,98.4219567601493,50.5921621486555,50.4572618299417,80.5695473588741,35.4922915422287,0,55.3597212231096,51.3644559866167,67.1805480192805,45.0321626966528,8.57935475604813,47.4846830515005,40.731663394812,82.0726442672295,86.735729806076,57.8518947748742,58.1346393875721,29.4110233270718,26.5582203297201,61.6613864216459,75.0576813022292,16.4971524284032,0,45.0357748090294,26.3610874730131,0,65.4490810689197,24.1527690899928,18.5520215687083,39.7545790917155,117.846375813984,56.6330060664879,0,110.352630551352,71.5336397041959,14.0465163028541,33.87581892938,59.6090900737006,40.3510129535639,0,71.5348570145813,54.4328378249641,19.1860935513747,105.433841766295,38.4362746625357,27.8328518732599,67.6504963041948
Montipora_capitata_HIv3___TS.g9699.t2,214.865037945137,35.7452389448271,32.3614695856235,192.682437600778,50.9719140514565,42.1473772825543,243.380906174282,16.3943801272925,37.7941261040634,114.356053981941,104.41506727247,25.6902890462549,317.814653518273,73.6866580749195,51.4050984352372,193.714726121826,57.665442091362,54.6234219382197,159.337734370431,0,36.9064808154064,35.835666967407,47.2752004580122,112.916467657279,46.5736401042613,35.4363306354481,196.869706408258,76.6011346494142,80.3108609315518,237.006149561582,87.2019590813582,173.792410569061,38.1052726469897,36.8464382275689,201.345208572647,52.2409826899434,107.235135800827,12.7601361958917,109.210219531054,0,64.6880452425369,91.9363468586821,64.2185361993748,47.3268798710899,239.687544028441,29.4491631545737,91.379240265973,50.5003563540086,89.1720714120799,358.555810888644,28.4556879006792,35.0641706315886,238.798617643223,0,36.0839544232844,264.301668105659,45.2243633710975,51.2525619697266,204.161510869832,76.3619269343285,40.0186034475519
Montipora_capitata_HIv3___RNAseq.g26524.t1,4071.4994765113,35.7452389448271,283.679265303763,4947.23189977266,50.9719140514565,299.110419424579,5143.95686070435,85.6150962203054,330.853497369998,4873.86779792308,1798.54953376829,688.49974643963,4384.46469373815,97.4565477765065,660.116690881766,4786.95050014449,103.31725041369,872.60916546306,5372.92881538207,193.664560517125,1659.91291095959,81.2275117927892,1774.06410139804,5069.81497344555,33.0917969161856,848.345755412628,3924.49576809014,38.3005673247071,256.19164637165,4595.80428598678,744.519756702202,4415.39672021149,154.730501051413,773.023234651853,4236.58912239249,10.9981016189355,52.642703029497,412.827935749436,4390.25082514839,128.866693204543,1016.7438640474,4384.11715062546,9.9895500754583,1982.04972900124,3343.64123919676,1091.12925021433,248.97532130439,41.1484385106737,6533.07912202568,4635.35037994185,4.0650982715256,183.50249297198,4674.10258245709,31.1449902882957,356.408181408931,4811.86286372682,12.3339172830266,4272.26712990507,5219.34659573341,506.70063666704,625.052472895096
