feature	12DICHLORETHDEG-PWY	14DICHLORBENZDEG-PWY	1CMET2-PWY	3-HYDROXYPHENYLACETATE-DEGRADATION-PWY	4-HYDROXYMANDELATE-DEGRADATION-PWY	AEROBACTINSYN-PWY	ALLANTOINDEG-PWY	ANAEROFRUCAT-PWY	ANAGLYCOLYSIS-PWY	ARG+POLYAMINE-SYN	ARGDEG-IV-PWY	ARGDEG-PWY	ARGININE-SYN4-PWY	ARGSYN-PWY	ARGSYNBSUB-PWY	ARO-PWY	ASPASN-PWY	AST-PWY	BRANCHED-CHAIN-AA-SYN-PWY	CALVIN-PWY	CARNMET-PWY	CATECHOL-ORTHO-CLEAVAGE-PWY	CHLOROPHYLL-SYN	CITRULBIO-PWY	COA-PWY	COA-PWY-1	COBALSYN-PWY	CODH-PWY	COLANSYN-PWY	COMPLETE-ARO-PWY	CRNFORCAT-PWY	DAPLYSINESYN-PWY	DARABCATK12-PWY	DENITRIFICATION-PWY	DENOVOPURINE2-PWY	DHGLUCONATE-PYR-CAT-PWY	DTDPRHAMSYN-PWY	ECASYN-PWY	FAO-PWY	FERMENTATION-PWY	FOLSYN-PWY	FUC-RHAMCAT-PWY	FUCCAT-PWY	GALACTARDEG-PWY	GALACTITOLCAT-PWY	GALLATE-DEGRADATION-I-PWY	GALLATE-DEGRADATION-II-PWY	GLCMANNANAUT-PWY	GLUCARDEG-PWY	GLUCARGALACTSUPER-PWY	GLUCONEO-PWY	GLUCOSE1PMETAB-PWY	GLUDEG-I-PWY	GLUTORN-PWY	GLYCOCAT-PWY	GLYCOGENSYNTH-PWY	GLYCOL-GLYOXDEG-PWY	GLYCOLYSIS	GLYCOLYSIS-E-D	GLYOXYLATE-BYPASS	GOLPDLCAT-PWY	HCAMHPDEG-PWY	HEME-BIOSYNTHESIS-II	HEME-BIOSYNTHESIS-II-1	HEMESYN2-PWY	HEXITOLDEGSUPER-PWY	HISDEG-PWY	HISTSYN-PWY	HOMOSER-METSYN-PWY	HSERMETANA-PWY	ILEUSYN-PWY	KDO-NAGLIPASYN-PWY	KETOGLUCONMET-PWY	LACTOSECAT-PWY	LIPA-CORESYN-PWY	LIPASYN-PWY	LPSSYN-PWY	M-CRESOL-DEGRADATION-PWY	MET-SAM-PWY	METH-ACETATE-PWY	METHANOGENESIS-PWY	METHGLYUT-PWY	METHYLGALLATE-DEGRADATION-PWY	METSYN-PWY	NAD-BIOSYNTHESIS-II	NADSYN-PWY	NAGLIPASYN-PWY	NONMEVIPP-PWY	NONOXIPENT-PWY	OANTIGEN-PWY	ORNARGDEG-PWY	ORNDEG-PWY	P101-PWY	P105-PWY	P108-PWY	P125-PWY	P163-PWY	P164-PWY	P184-PWY	P185-PWY	P221-PWY	P23-PWY	P261-PWY	P341-PWY	P381-PWY	P4-PWY	P42-PWY	P441-PWY	P461-PWY	P562-PWY	PANTO-PWY	PANTOSYN-PWY	PCPDEG-PWY	PENTOSE-P-PWY	PEPTIDOGLYCANSYN-PWY	PHOSLIPSYN-PWY	POLYAMINSYN3-PWY	POLYAMSYN-PWY	POLYISOPRENSYN-PWY	PPGPPMET-PWY	PROTOCATECHUATE-ORTHO-CLEAVAGE-PWY	PWY-1042	PWY-1269	PWY-1361	PWY-1422	PWY-1501	PWY-1541	PWY-1622	PWY-181	PWY-1861	PWY-1882	PWY-241	PWY-2941	PWY-2942	PWY-3001	PWY-3481	PWY-3661	PWY-3801	PWY-3841	PWY-3941	PWY-4321	PWY-4702	PWY-4722	PWY-4984	PWY-5005	PWY-5022	PWY-5028	PWY-5030	PWY-5097	PWY-5100	PWY-5101	PWY-5103	PWY-5104	PWY-5109	PWY-5121	PWY-5129	PWY-5130	PWY-5136	PWY-5138	PWY-5154	PWY-5178	PWY-5179	PWY-5180	PWY-5181	PWY-5182	PWY-5183	PWY-5188	PWY-5189	PWY-5209	PWY-5265	PWY-5328	PWY-5345	PWY-5347	PWY-5367	PWY-5384	PWY-5392	PWY-5415	PWY-5417	PWY-5419	PWY-5420	PWY-5430	PWY-5431	PWY-5466	PWY-5484	PWY-5488	PWY-5497	PWY-5499	PWY-5505	PWY-5517	PWY-5519	PWY-5531	PWY-5532	PWY-561	PWY-5644	PWY-5645	PWY-5647	PWY-5651	PWY-5652	PWY-5654	PWY-5655	PWY-5656	PWY-5659	PWY-5667	PWY-5677	PWY-5686	PWY-5692	PWY-5695	PWY-5705	PWY-5723	PWY-5733	PWY-5741	PWY-5742	PWY-5747	PWY-5749	PWY-5823	PWY-5837	PWY-5838	PWY-5840	PWY-5845	PWY-5850	PWY-5855	PWY-5860	PWY-5861	PWY-5862	PWY-5873	PWY-5896	PWY-5897	PWY-5898	PWY-5899	PWY-5910	PWY-5913	PWY-5918	PWY-5920	PWY-5973	PWY-5989	PWY-6071	PWY-6075	PWY-6084	PWY-6087	PWY-6089	PWY-6093	PWY-6107	PWY-6121	PWY-6122	PWY-6123	PWY-6124	PWY-6125	PWY-6126	PWY-6138	PWY-6143	PWY-6147	PWY-6148	PWY-6151	PWY-6160	PWY-6163	PWY-6165	PWY-6167	PWY-6168	PWY-6174	PWY-6182	PWY-6185	PWY-6193	PWY-6210	PWY-622	PWY-6263	PWY-6269	PWY-6270	PWY-6277	PWY-6292	PWY-6293	PWY-6305	PWY-6307	PWY-6313	PWY-6317	PWY-6328	PWY-6338	PWY-6339	PWY-6342	PWY-6344	PWY-6349	PWY-6350	PWY-6353	PWY-6383	PWY-6385	PWY-6386	PWY-6387	PWY-6396	PWY-6397	PWY-6404	PWY-6421	PWY-6435	PWY-6467	PWY-6470	PWY-6471	PWY-6478	PWY-6486	PWY-6501	PWY-6505	PWY-6527	PWY-6531	PWY-6562	PWY-6565	PWY-6581	PWY-6588	PWY-6595	PWY-6606	PWY-6607	PWY-6608	PWY-6609	PWY-6612	PWY-6628	PWY-6630	PWY-6641	PWY-6644	PWY-6654	PWY-6662	PWY-6672	PWY-6676	PWY-6690	PWY-6700	PWY-6703	PWY-6731	PWY-6748	PWY-6749	PWY-6760	PWY-6803	PWY-6808	PWY-6823	PWY-6837	PWY-6857	PWY-6859	PWY-6873	PWY-6891	PWY-6895	PWY-6897	PWY-6901	PWY-6902	PWY-6906	PWY-6920	PWY-6922	PWY-6928	PWY-6936	PWY-6942	PWY-6944	PWY-6946	PWY-6947	PWY-6948	PWY-6957	PWY-6961	PWY-6962	PWY-6969	PWY-6992	PWY-7009	PWY-7013	PWY-702	PWY-7031	PWY-7039	PWY-7052	PWY-7072	PWY-7084	PWY-7090	PWY-7094	PWY-7097	PWY-7098	PWY-7111	PWY-7115	PWY-7117	PWY-7118	PWY-7159	PWY-7198	PWY-7199	PWY-7208	PWY-722	PWY-7220	PWY-7221	PWY-7222	PWY-7228	PWY-7229	PWY-7234	PWY-7237	PWY-7238	PWY-724	PWY-7254	PWY-7255	PWY-7268	PWY-7269	PWY-7282	PWY-7286	PWY-7290	PWY-7294	PWY-7295	PWY-7315	PWY-7316	PWY-7323	PWY-7328	PWY-7332	PWY-7337	PWY-7338	PWY-7340	PWY-7345	PWY-7347	PWY-7356	PWY-7357	PWY-7371	PWY-7373	PWY-7374	PWY-7376	PWY-7377	PWY-7383	PWY-7392	PWY-7399	PWY-7400	PWY-7413	PWY-7420	PWY-7431	PWY-7436	PWY-7446	PWY-7456	PWY-7480	PWY-7560	PWY-7574	PWY-7579	PWY-7644	PWY-7654	PWY-7663	PWY-7674	PWY-7761	PWY-7783	PWY-7784	PWY-7787	PWY-7790	PWY-7791	PWY-7805	PWY-7807	PWY-7820	PWY-7851	PWY-7854	PWY-7855	PWY-7858	PWY-7873	PWY-7874	PWY-7883	PWY-7900	PWY-7902	PWY-7913	PWY-7942	PWY-7947	PWY-7948	PWY-7953	PWY-7977	PWY-7992	PWY-8004	PWY-801	PWY-8011	PWY-8020	PWY-8055	PWY-8073	PWY-8085	PWY-8131	PWY-8154	PWY-8178	PWY-8181	PWY-8187	PWY-8190	PWY-821	PWY-822	PWY-841	PWY-922	PWY-I9	PWY0-1061	PWY0-1241	PWY0-1261	PWY0-1277	PWY0-1296	PWY0-1297	PWY0-1319	PWY0-1337	PWY0-1338	PWY0-1415	PWY0-1477	PWY0-1479	PWY0-1533	PWY0-1586	PWY0-162	PWY0-301	PWY0-321	PWY0-41	PWY0-42	PWY0-781	PWY0-845	PWY0-862	PWY1G-0	PWY1ZNC-1	PWY3DJ-12	PWY3O-4107	PWY490-3	PWY4FS-7	PWY4FS-8	PWY4LZ-257	PWY66-201	PWY66-367	PWY66-373	PWY66-374	PWY66-388	PWY66-389	PWY66-391	PWY66-394	PWY66-399	PWY66-409	PWY6666-2	PYRIDNUCSAL-PWY	PYRIDNUCSYN-PWY	PYRIDOXSYN-PWY	REDCITCYC	RHAMCAT-PWY	RIBOSYN2-PWY	RUMP-PWY	SALVADEHYPOX-PWY	SER-GLYSYN-PWY	SO4ASSIM-PWY	SUCSYN-PWY	SULFATE-CYS-PWY	THISYNARA-PWY	THRESYN-PWY	TOLUENE-DEG-3-OH-PWY	TRIGLSYN-PWY	TRNA-CHARGING-PWY	TYRFUMCAT-PWY	UDPNAGSYN-PWY	URDEGR-PWY	URSIN-PWY	VALSYN-PWY
101112C14	-12.7562134394398	-17.2806145605192	-7.59432053208327	-13.9918129254869	NA	-14.6295526801983	-9.50605940816211	-10.3519127062215	-8.14631679595657	-8.66186588924736	-11.2236687625674	NA	-9.97272300926133	-7.71749445501874	-7.52293103464178	-7.60217200588105	-10.4359514183689	-7.97230016021255	-7.48679044037613	-7.67824106625547	-21.3767639467042	-12.9016747900557	-12.0279541084416	-8.76277623384441	-7.80672429396913	-7.80672121590667	-8.6788629687804	-19.0271049770105	-8.95853566060877	-7.47899918789424	-10.5229122110414	-7.34547184871264	-20.7888064005517	-12.5699685604952	-8.84548188034105	-20.7922927341497	-7.62751676227918	-24.8913703276097	-6.84169963546181	-7.75953836576189	-7.58747744948288	-20.7542788115894	-20.8624857359835	-9.86146596858406	-19.1289341404891	-9.97400614641628	-9.97400614641628	-18.5005655490348	-9.86146596858406	-9.86146596858406	-7.59044633723135	-7.68554773422771	-10.3144896197779	-7.57083506319327	-8.84501980671696	-8.13545482796009	-21.9054482560134	-7.78991291530092	-8.08425302988826	-7.99791007673251	-20.572937001952	-22.984571660003	-7.81550689872937	-7.81550689872937	-8.26229120052389	-19.7437367087491	-8.0091200161956	-7.72381054638091	-8.08015954437358	-8.09795962370077	-7.41423461136749	-9.85431562814742	-14.2844799359048	-18.9499042634764	-26.0094580319958	-8.17625388339859	-23.8395802859278	NA	-7.81700328518072	-18.9787638594959	NA	-14.4112608139246	-10.0282859913627	-7.76490514251549	-24.8804468045434	-11.9546712940057	-7.80675082438495	-7.89142172812592	-7.4100580478048	-7.71479154891636	NA	-14.4332648723783	-8.4632264413005	-18.6964149487781	-13.8503935672826	-11.1103202532805	-24.2476043132409	NA	-9.92041299683734	-13.1868008575594	-8.48661117640148	-10.5884847820145	-22.1109608045336	NA	-17.6507159621604	-7.61185656589844	-9.66283226034046	-18.0751306734623	-20.807301209984	-12.3021159771343	-7.69668223791454	-7.76002318140837	-16.2902015326927	-7.67794063337141	-7.76283520552615	-7.48518979987955	-9.21136677284096	-9.21539329047408	-7.53970400227179	-7.36943343226793	-10.4567122316571	-7.69136086074737	-7.80686469172297	-11.0859833623775	NA	-14.2726496579077	-18.4879848009163	-8.20094282133161	-8.18291823339841	-14.3463481279911	-21.444680347215	-9.66658417594553	-17.5380756860303	-7.34338262701844	-7.41602220908918	-14.6164937374451	-8.27037447812946	NA	-7.48452264187046	NA	-21.3278345302177	-25.2021110526222	NA	-8.89493476547383	-19.6342727983083	-9.29607505598113	-8.89051605741653	-15.685948929929	-7.41844688582156	-12.4283299688926	-17.0115331820081	-7.5032651521713	NA	NA	-7.88619322843872	NA	-10.4535785984656	-6.81834178241746	-7.08976576693927	-8.00886858687227	-18.9211199231638	-22.4001073958925	-11.6362054201477	NA	NA	NA	-7.69674269516625	-7.71425970225718	-23.1340164775353	-17.0875543019812	-17.4251906403982	-7.49390228244884	-7.70126614075581	-13.941267178487	-7.51515375096141	NA	-11.742925134158	-12.5636819238271	-11.147428859065	-11.5573367864974	-13.3107016442166	-12.5636819238271	NA	-7.87956721661861	NA	-15.6851805441873	NA	-9.97666183606178	-14.6177124677036	NA	-10.1091730178193	NA	-19.0229500221641	-19.6484866901794	NA	-12.9387935112691	-12.5759638374876	-12.9107262934118	-12.9107262934118	-13.6620645511733	NA	-7.62566681463435	-7.40599249871218	NA	-7.58571281301236	-10.3574161062212	-7.34489678217282	-9.57326682092053	-7.58870258656986	NA	-10.5247962647303	-10.6237980898295	-7.86981932637654	NA	NA	-11.7808020863249	-10.5105872165507	-10.7780560099167	-10.7780560099167	-10.7780560099167	-7.67245769128608	-11.3003546000823	-11.0197809307198	-11.3003546000823	NA	-10.7780560099167	-10.6403319583951	-10.6403319583951	-10.6403319583951	-13.8384781662986	-8.12504617570539	-7.78231484561695	-8.98861498007657	-7.12710735091003	-7.2038658500243	-17.7408792967078	NA	-17.2806145605192	-16.9775700894154	-16.9775700894154	-17.4189754924358	-16.9791990409438	-7.6795405792362	-7.7261934958885	-7.73061379722875	-7.7147608858708	-7.65856293446177	-9.56847587942488	-23.4841388221615	-22.9864586791871	-7.38967241972165	-22.7960454381487	-7.82209292729724	-23.721479417108	-7.66505751842504	-22.3064772063035	-22.0411405060888	-7.58539856743504	-22.7639089859482	-12.3752110370659	-15.2185107178324	-16.9775700894154	-14.8774916396272	-8.07522956712976	-16.5099309248034	-8.57679128456981	-9.23725027107774	-7.7261934958885	-12.0101864928368	-11.8125441790686	-8.72668169216529	-10.5117205786907	-9.45802300141709	-8.80757555442158	-21.1244249567756	-20.9412873564236	-22.1102277217927	NA	-19.9998115844655	-22.3353849638853	-22.0135129711265	-7.37451512700822	-15.7961159997101	-7.67441410257685	-7.90155706552112	-7.75657004630491	-10.6450690734073	-23.1041422072308	-21.1176619213515	-22.1112056349925	-8.15509691386264	-7.62618393428449	-16.5177911898165	-17.7152316927872	-9.71241030017381	-14.5547057081861	-13.8885091516274	NA	-9.30295850763612	-11.8889711400401	-8.85713296215048	-8.70891056766309	-12.6041057631095	-18.7327574205877	-9.80502297960246	-7.54589737725877	-9.76627646437558	-7.54589737725877	-7.55443155566054	-7.58602096458584	-7.56251807671449	-7.60118242655243	-10.8436137923914	NA	-21.9845448862065	-23.8340095463084	-17.0333878360226	-21.7621533630338	-22.984571660003	-7.80691274120455	-7.76710860612428	-8.97132380110456	-13.3774888712001	-14.5253118614935	-22.7085513275006	-7.56332339253261	NA	-7.79702954310538	-20.482138553584	NA	-10.7233223456635	NA	-8.59150473564926	-7.98882229589157	-7.8047257456145	-7.95643832278244	-8.75140266584693	-9.58306722479429	-20.3302038781227	-12.7324061810489	NA	-7.54589884681968	NA	-19.709463495206	-20.7912693403446	NA	-20.9603239846388	-16.4833124182229	-24.8936138451721	-13.8601423603972	-9.59858409940295	-11.8040867800384	NA	-14.9122400972072	-7.8948029509324	NA	-14.0807503070065	-15.6917781826827	-17.4350650658384	NA	-14.5995298368496	-6.74545553725669	-20.9412873564236	-11.4427867581	-7.33972628783105	-7.80274167792226	-7.73255779388441	-7.4436483042052	-11.3447041487554	NA	-19.4717076005407	-7.72606675675012	-20.4066775918409	-7.53591880389036	-7.74396132186513	-7.53591880389036	-7.63219612437525	-9.72874552538347	-7.74754134182083	-7.77327241974611	-8.64236271636488	-7.51963098304962	-10.0659116860805	-22.5662078951	-12.0362800797411	-12.6059587180908	-13.8662922361284	NA	NA	-10.7776047599105	-14.0624131548197	-20.4081034259792	-20.1772904020585	-9.25504638147449	-11.2341437057952	-13.0408926470887	-20.0147689069869	-20.0147689069869	-16.703927767626	-7.98108876497783	NA	-9.17411042970764	-7.67049707111659	-14.8855616361471	-14.9111342220318	-14.8965690062015	-9.93923895149652	-20.2358911115314	-17.2777331189685	-9.4984333583517	-19.3301232182357	-7.76369106530953	-23.9845212216512	NA	-9.95365902272725	NA	-22.9263005241362	-17.6928830903368	-14.7394776595847	-7.89142172812592	NA	NA	NA	NA	-7.03999214559915	-14.6930798059178	-7.97148904721754	-10.2316425924248	-20.9704898744452	-20.9996334645361	-7.58571281301236	-7.58571281301236	-10.1231358952066	-9.84836298994505	-9.39369971999517	-7.80677354953949	-9.98010653953495	-13.5822928968224	-19.8971931077332	-13.4329789537669	-13.6562679640174	-8.12025958561589	-18.4165636125585	-14.7773056534611	NA	-12.8051581352407	-14.0600228335626	NA	-7.75046526474593	-7.03582887253673	-13.4882044363672	-8.38521705637644	-12.4922839287433	-7.78023494532936	-11.1892954706126	-20.5763565599831	-7.80675082438495	-20.4277869485624	-10.1625340118385	-19.8492021335225	-7.47272456479082	NA	-10.7543606937394	NA	-7.76061479959553	-22.7621192535292	-7.66000085692969	-14.3462861014216	-8.90845020377997	-7.6717277245867	-7.96061264831555	-7.77235987923114	-20.9864692631011	-7.49861671516322	-8.56845864978211	-7.40599249871218	-10.2890435884571	-17.5423381262663	-9.106810100831	-8.39372847928871	-8.4384188562876	-10.1342812222916	-5.95494837755084	-7.66473699986776	-18.4554368022891	-10.2790870031707	-13.3876004278824	-7.91434882763031	-7.81089659081643	-14.4711356467644	-7.27867427676749	-21.0713579882413	-7.43612897786014	NA	-10.1170250015858	-14.2143102352862	-7.54248940529567	-7.54248940529567	-11.0765254762025	NA	-17.7866439978006	-12.740007914444	NA	-18.6096019118902	-6.70493194603598	-16.3411342528493	NA	-16.6019242842987	-8.7738216038398	-15.911262692835	-9.76085731704839	-7.94603992593413	-7.67950528100265	-9.69694146178272	-19.3760801412591	-7.5706347826066	-14.7592927582589	-7.0337160058808	-7.34874007237455	-6.95199623844525	NA	-7.26473128877832	-7.75460883677991	-7.40626696093041	NA	NA	-7.71942732798802	-8.36526457177504	-7.73215217213508	-10.3574161062212	-8.2994944665756	-7.39634930027699
101112C4	-12.7222423155077	-17.7736668931093	-7.76317938558993	-13.1745289834328	NA	-16.3276207952122	-9.59440367169741	-9.44459311218567	-8.15527208306476	-8.66855279849847	-12.5992498181246	-21.8212999188925	-10.9290797524788	-7.67425416882167	-7.47873048973492	-7.58458205223284	-9.74071278498878	-7.92837252566197	-7.52472896262927	-7.65580436167736	-19.8098590171287	-13.4436320650948	-13.760183634685	-8.7799306147106	-7.80491403870162	-7.80493809481381	-8.38660559399042	-17.3565255030029	-9.23851923248296	-7.4645452354044	-11.7050494383336	-7.31976789233771	-19.8265671281599	-12.4146825877716	-8.38457549655264	-17.8175877621775	-7.62924390994132	-21.8207735258576	-6.93553283371174	-7.73535860884237	-7.5450273735264	-19.4140329484854	-19.9027968076521	-10.7339312095846	-17.281422652978	-9.65362668999946	-9.65362668999946	-16.5364022980612	-10.7339312095846	-10.7339312095846	-7.5833197730022	-7.64247984223832	-11.04585173245	-7.55589277648489	-8.89461122983538	-8.04315219349225	-19.981882095065	-7.78801184906995	-8.09642185377867	-8.03363128403455	-18.842447531299	-19.2649506007199	-7.82299531908702	-7.82299531908702	-8.29819747814488	-16.2408179101416	-8.02581754576551	-7.80397030472876	-8.33484498758644	-7.99603902845493	-7.46352129941566	-9.06567012817718	-13.7354000783164	-17.2043918347931	-23.4688285637046	-8.12693482814007	-21.2990800324676	NA	-7.93519740509823	-17.1625004765467	NA	-15.3913943912333	-9.71220567234864	-7.91929622456785	-21.6205478912944	-12.9123956930873	-7.81085440304918	-7.86470929624325	-7.36458012141575	-7.71656122543878	-21.8212999188925	-14.3166176010276	-8.18888573705224	-16.1734913578265	-15.2738442628672	-12.1055629951944	-20.7565369211586	-15.7173411188717	-9.60539384400366	-12.6180083701327	-8.64547863588828	-9.30329183731373	-19.3523079731258	NA	-20.6308247086058	-7.67318157311281	-9.18224832734067	-17.9870534137311	-16.9082797721033	-12.9075496829515	-7.6957041076209	-7.75779996684852	-16.7812789467079	-7.67188257108933	-7.77141600314051	-7.48547086077617	-9.22671582206394	-9.24184567685017	-7.55239857083529	-7.36588040055914	-11.5122939848426	-7.76606876406988	-7.8072358890745	-12.3238583414518	-19.9767997010912	-14.2401992403699	-15.4407951805516	-8.13094015133865	-8.17772712100166	-13.5101429313994	-18.7181444521285	-10.3929003005737	-15.3662465204217	-7.30965854412411	-7.38924693972544	-14.8926302944604	-9.39024384439119	NA	-7.50967859025573	NA	-16.5787070137153	-17.6983604874124	-26.1859775222923	-8.91281860625617	-17.4443869165123	-8.7905696954668	-8.96701909697592	-17.0120923826353	-7.3917853294913	-10.9491122182333	-17.169342086017	-7.53896215177409	NA	NA	-7.88813058968542	NA	-11.4114489564038	-6.91364483543736	-7.11267561894844	-7.93445991900064	-15.8149721632007	-19.2993694895824	-11.3506524908092	-18.4488100972639	-18.6162299282398	-19.2955882274277	-7.68392519105171	-7.71413290917967	-20.5897704200055	-14.7491436509843	-17.3948098364753	-7.42233026946912	-7.844606447412	-14.1145067801608	-7.53741192625028	NA	-11.494638696617	-13.1562712811093	-11.3900977404398	-11.3284114735095	-14.5306509194419	-13.1562712811093	NA	-7.89495075243502	NA	-17.127857492636	NA	-10.8449194030567	-14.1191960759827	NA	-11.3163070164977	NA	-16.6966381043307	-18.6535541364878	NA	-14.1463290400543	-13.5652219850852	-14.1483689288855	-14.1483689288855	-14.6495029088562	NA	-7.58911981375904	-7.43019991925587	NA	-7.57145217664479	-11.3382050035351	-7.25633810210144	-9.62180702001201	-7.57981052712395	NA	-11.4561260489203	-11.3286132327837	-7.80038284754335	NA	NA	-11.0107016081017	-9.92135848516637	-10.0784845686727	-10.0784845686727	-10.0784845686727	-7.68400396518585	-10.5603969717462	-10.3909271669527	-10.5603969717462	NA	-10.0784845686727	-10.0310843074962	-10.0310843074962	-10.0310843074962	-15.0780778748469	-7.92102607726729	-7.75609722369924	-9.74517890886129	-7.09523434170872	-7.20222722645391	-15.7915126662305	NA	-17.7736668931093	-17.2886450855146	-17.2886450855146	-17.8550801710931	-17.2899148075545	-7.65413500016034	-7.73067146620809	-7.7228266157688	-7.70508948090176	-7.67741812459528	-8.91315797794383	NA	-23.0251676581395	-7.39740385213277	NA	-7.75664318040386	NA	-7.64105909883381	NA	NA	-7.55796004627746	NA	-12.9560860449907	-14.2795528345326	-17.2886450855146	-15.9641943664602	-7.99915131365942	-14.7171361795149	-8.34904578443134	-9.86924428824135	-7.73067146620809	-12.7803207466938	-12.5643186993047	-8.74987657244755	-11.5530499330684	-9.26133775763825	-8.84707498700722	-18.8495887666876	-20.270401404572	-21.4385182350502	-19.0701184629149	-17.3544966082799	-22.5929125127772	-22.2710340283012	-7.38025484744964	-13.4110419243104	-7.69389437549744	-7.90755755012944	-7.7764360810324	-11.2767274073631	-19.4943482851274	-17.5257928795133	-19.1948690215631	-8.36296628826364	-7.73472244909259	-14.6735590811446	-15.6895971763769	-9.35057120631151	-14.1875455950755	-14.0285205980015	NA	-9.25052588045422	-12.1850878436459	-8.71694271325454	-8.57325967297383	-14.2923776696576	-17.5902701721853	-10.5806631584112	-7.62726057856007	-10.553107107902	-7.62726057856007	-7.4805657712744	-7.5542352245481	-7.54195842107848	-7.59349169489094	-12.4683989610951	NA	NA	-24.0234123437073	-16.9805232680647	-19.7409377741213	-19.2649506007199	-7.81790459954637	-7.70651859480016	-9.06776109398163	-13.0283204488006	-14.1564415991337	NA	-7.56037966599712	NA	-7.88834863252257	-18.1548062275039	-21.4475239538808	-11.5677509340941	-22.3452199260919	-8.59226261253389	-7.96655101068442	-7.76981332526234	-7.98831676013623	-8.02939140176096	-9.03677284314204	-18.6640045288612	-12.7643131794849	NA	-7.48327437670687	NA	-18.5476570708556	-18.7287830891925	NA	-18.1456758174227	-14.9261978337951	-21.6608604448331	-13.2670215233713	-9.11851224942647	-13.2726817477194	NA	-14.555775261458	-7.82265570041403	-23.1547397604241	-14.8285619206127	-16.2038710647746	-16.8891061124266	NA	-14.9736057053484	-6.88475540599671	-20.270401404572	-11.6414898121295	-7.3420297823607	-7.82388276294288	-7.69528413667237	-7.40561659601313	-12.9257269509702	NA	-17.1824467297367	-7.71263673674577	-18.7864732093709	-7.53809233171436	-7.77310028664585	-7.53809233171436	-7.65463303485315	-9.03648287863404	-7.755396264523	-7.82973444720922	-8.67242316879804	-7.46900008019865	-9.56257660570096	-19.264224748537	-11.756588388995	-12.3212704555279	-12.7889774691536	NA	NA	-11.826156015751	-13.5885966271695	-18.2612179218736	-19.110551413057	-9.55363981422115	-11.7720885334737	-13.8848051226966	-17.9160582493636	-17.9160582493636	-16.052807146419	-7.97533307713787	NA	-8.92669855504337	-7.69011436611974	-12.9646699084414	-12.988878898955	-12.9711773479133	-10.7545465575071	-16.7280968468306	-14.9962130089123	-10.192341557143	-17.1730379197124	-7.71436200022253	-26.1859735663312	NA	-9.70727866451672	-20.5616779917511	-20.8054856533491	-16.8874181567123	-15.7743189234591	-7.86470929624325	NA	-21.1906379242713	NA	NA	-7.04810384133198	-15.7609302490211	-8.03387787067276	-9.61947708617701	-18.6767902986002	-18.4302009815636	-7.57145217664479	-7.57145217664479	-11.0431940835312	-10.5268431679768	-9.49908106052879	-7.80502854759	-11.0075076329145	-14.8815172734552	-17.569962315832	-12.9111360994821	-13.4302547181935	-8.11027775776914	-16.0507609127088	-14.2519044318528	-20.6083239784853	-13.1894610341161	-14.2132745450677	NA	-7.77171812942797	-7.0033397268691	-11.6154076427198	-8.3866026833049	-13.2698270803375	-7.84672725376968	-11.9634634365843	-19.9652135274125	-7.81085440304918	-19.0780366190182	-9.58848248561852	-18.1076321387078	-7.44747510313222	NA	-9.62799957490916	-22.972421093096	-7.69161781626453	-19.5038678419726	-7.66032244758955	-15.5896963719764	-8.65012086932472	-7.6524196006318	-7.89666312640514	-7.81939938927573	-17.2814932234641	-7.43575076110401	-8.78124602330736	-7.43019991925587	-11.5264324801071	-16.7575845713886	-8.77760207422733	-7.99726354531099	-8.25423704443936	-10.9503795896424	-6.03280508343712	-7.65435735717415	-15.2656946977616	-11.5788483639327	-14.1586615439425	-7.8140723904504	-7.78197947277286	-13.0646327557849	-7.29458790090145	-18.4818547965991	-7.43544325222099	NA	-10.2286450104015	-12.4306163184317	-7.54196907468524	-7.54196907468524	-10.1925726405795	NA	-16.9070314792126	-12.4193372124597	NA	-18.5301966509755	-6.99919491276052	-15.6900467417991	NA	-14.328625664233	-9.19244740603583	-15.8113537065202	-9.86971049597626	-7.94053470740826	-7.68295683824454	-9.18528755310308	-18.6081071302342	-7.54757269483886	-13.9214305528558	-6.99681248133904	-7.33760254875013	-6.93155816679728	NA	-7.27772738714004	-7.70680576419121	-7.30074500443308	-19.2910375918917	NA	-7.71496014510063	-8.39778144401292	-7.73898139135596	-11.3382050035351	-8.27602411422118	-7.4539291802347
