"feature"	"metadata"	"value"	"name"	"coef"	"null_hypothesis"	"stderr"	"pval_individual"	"qval_individual"	"pval_joint"	"qval_joint"	"error"	"model"	"N"	"N_not_zero"
"P241-PWY"	"leachate"	".C"	"leachate.C"	-5.73808034149476	0	0.116194191904348	0	0	0	0	NA	"prevalence"	63	58
"P241-PWY"	"leachate"	".Q"	"leachate.Q"	5.23625305082938	0	0.118428140073236	0	0	0	0	NA	"prevalence"	63	58
"P241-PWY"	"leachate"	".Q:hpf"	"leachate.Q:hpf"	9.15367899478083	0	0.121059412657804	0	0	0	0	NA	"prevalence"	63	58
"PWY-7084"	"hpf"	"hpf"	"hpf"	6.56969797409418	0	0.0536793641735394	0	0	0	0	NA	"prevalence"	63	57
"PWY-7084"	"leachate"	".C"	"leachate.C"	-6.70896669143066	0	0.0593357003442571	0	0	0	0	NA	"prevalence"	63	57
"PWY-7084"	"leachate"	".C:hpf"	"leachate.C:hpf"	-5.40069613373078	0	0.0564853028565573	0	0	0	0	NA	"prevalence"	63	57
"PWY-7084"	"leachate"	".L"	"leachate.L"	4.88470301523381	0	0.0541917399483881	0	0	0	0	NA	"prevalence"	63	57
"PWY-7084"	"leachate"	".L:hpf"	"leachate.L:hpf"	3.11001025457594	0	0.0649052625424798	0	0	0	0	NA	"prevalence"	63	57
"PWY-7084"	"leachate"	".Q"	"leachate.Q"	2.52677393422186	0	0.0581508223324392	0	0	0	0	NA	"prevalence"	63	57
"PWY-7084"	"leachate"	".Q:hpf"	"leachate.Q:hpf"	2.41186131658531	0	0.0532351963654008	0	0	0	0	NA	"prevalence"	63	57
"PWY-7185"	"hpf"	"hpf"	"hpf"	-4.62776765151009	0	0.112064162908442	0	0	0	0	NA	"prevalence"	63	59
"PWY-7185"	"leachate"	".C:hpf"	"leachate.C:hpf"	-11.1663169252659	0	0.187293205370405	0	0	0	0	NA	"prevalence"	63	59
"PWY-7185"	"leachate"	".Q:hpf"	"leachate.Q:hpf"	-8.22504045209563	0	0.135243365787756	0	0	0	0	NA	"prevalence"	63	59
