"feature"	"metadata"	"value"	"name"	"coef"	"null_hypothesis"	"stderr"	"pval_individual"	"qval_individual"	"pval_joint"	"qval_joint"	"error"	"model"	"N"	"N_not_zero"
"d__Eukaryota;__;__;__;__;__"	"reads"	"reads"	"reads"	5.0971796609216	0	0.197138366288511	2.09122237653442e-147	6.28830568623899e-144	4.18244475306874e-147	8.79986376045664e-144	NA	"prevalence"	63	56
"d__Eukaryota;__;__;__;__;__"	"hpf"	"hpf"	"hpf"	-1.46803241771918	0	0.195988011837435	6.86538450518642e-14	1.03221056035478e-10	1.37307690103724e-13	1.44447689989117e-10	NA	"prevalence"	63	56
"d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__NS9_marine_group;g__NS9_marine_group"	"hpf"	"hpf"	"hpf"	-356.255383577586	0	52.8560813930391	1.58275404932697e-11	9.51868285265240e-09	1.58275404932697e-11	6.66022903956789e-09	NA	"prevalence"	63	4
"d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__NS9_marine_group;g__NS9_marine_group"	"leachate_mgL"	"hpf"	"leachate_mgL:hpf"	-562.555156939525	0	83.270549724418	1.42096600610695e-11	9.51868285265240e-09	1.42096600610695e-11	6.66022903956789e-09	NA	"prevalence"	63	4
"d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__NS9_marine_group;g__NS9_marine_group"	"leachate_mgL"	"leachate_mgL"	"leachate_mgL"	-705.7005578696	0	104.462474684224	1.42303002910705e-11	9.51868285265240e-09	1.42303002910705e-11	6.66022903956789e-09	NA	"prevalence"	63	4
"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Kordiimonadales;f__Kordiimonadaceae;g__Kordiimonas"	"hpf"	"hpf"	"hpf"	1.40047272679718	0	0.37898189148522	0.000219579540957793	0.0943250970942977	0.000439110866740779	0.131984180517514	NA	"prevalence"	63	34
"d__Eukaryota;__;__;__;__;__"	"reads"	"reads"	"reads"	0.655851320952444	-0.0353157664684802	0.201365659211548	0.0019021130817368	0.366616381132027	4.18244475306874e-147	8.79986376045664e-144	NA	"abundance"	63	56
"d__Eukaryota;__;__;__;__;__"	"hpf"	"hpf"	"hpf"	-0.736096288114186	-0.404988378133359	0.18856952204861	0.558673266588929	1	1.37307690103724e-13	1.44447689989117e-10	NA	"abundance"	63	56
"d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__NS9_marine_group;g__NS9_marine_group"	"hpf"	"hpf"	"hpf"	NA	NA	NA	NA	NA	1.58275404932697e-11	6.66022903956789e-09	"not a positive definite matrix (and positive semidefiniteness is not checked)"	"abundance"	63	4
"d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__NS9_marine_group;g__NS9_marine_group"	"leachate_mgL"	"hpf"	"leachate_mgL:hpf"	NA	NA	NA	NA	NA	1.42096600610695e-11	6.66022903956789e-09	"not a positive definite matrix (and positive semidefiniteness is not checked)"	"abundance"	63	4
"d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__NS9_marine_group;g__NS9_marine_group"	"leachate_mgL"	"leachate_mgL"	"leachate_mgL"	NA	NA	NA	NA	NA	1.42303002910705e-11	6.66022903956789e-09	"not a positive definite matrix (and positive semidefiniteness is not checked)"	"abundance"	63	4
